CustomerNo;ItemID_DE;EAN;ItemNo;ItemNameDE;SalesPrice_Customer;Kunde Staffel 1: ab Menge;Kunde Staffel 1: Netto-VK;Kunde Staffel 2: ab Menge;Kunde Staffel 2: Netto-VK;Kunde Staffel 3: ab Menge;Kunde Staffel 3: Netto-VK;Kunde Staffel 4: ab Menge;Kunde Staffel 4: Netto-VK;Kunde Staffel 5: ab Menge;Kunde Staffel 5: Netto-VK;Kunde Staffel 6: ab Menge;Kunde Staffel 6: Netto-VK;Kunde Staffel 7: ab Menge;Kunde Staffel 7: Netto-VK;Kunde Staffel 8: ab Menge;Kunde Staffel 8: Netto-VK;Kunde Staffel 9: ab Menge;Kunde Staffel 9: Netto-VK;Kunde Staffel 10: ab Menge;Kunde Staffel 10: Netto-VK
K022222;9455;4283230854520;4,28323E+12;Kreismesser  - 1.4112 - 90Uk - Kerben - GT Premium - P02 - GT;8,76;;;;;;;;;;;;;;;;;;;;
K022222;9456;4283230854629;4,28323E+12;Kreismesser  - 1.4112 - 90Ub - Teflon - GT Premium - P02 - GT;9,48;;;;;;;;;;;;;;;;;;;;
K022222;9457;4283230854728;I009-04;Kreismesser  - 1.4116 - 80Uk - Kerben - GT Classic - B01 - GT;7,28;;;;;;;;;;;;;;;;;;;;
K022222;9458;4283230854827;4,28323E+12;Kreismesser  - 1.4116 - 90Uk - Kerben - GT Classic - B02 - GT;7,82;;;;;;;;;;;;;;;;;;;;
K022222;9459;4283230854926;4,28323E+12;Kreismesser  - 1.4116 - 120Uk - Kerben - GT Classic - B03 - GT;10,18;;;;;;;;;;;;;;;;;;;;
K022222;9462;4283230855220;GBL-4283230855220;Kreismesser  - 1.4116 - 100Dz - gezahnt - GT Classic - B05 - GT;9,64;;;;;;;;;;;;;;;;;;;;
K022222;10964;4283230834225;4,28323E+12;Kreismesser  - 1.4112 - 140Pk - Kerben - GT Premium - B07 - GT;15,45;;;;;;;;;;;;;;;;;;;;
K082776;32;4283230068620;0012-0001;Schleifstein für Kreismesser rosa 120x10x6mm;0,29;;;;;;;;;;;;;;;;;;;;
K082776;5623;4283230131928;D01.27.02;Kreismesser  - 1.4116 - 80P - glatt - POTIS EcoLine - F01;4,9;;;;;;;;;;;;;;;;;;;;
K082776;6316;4283230068521;0012-0006;Schleifstein für Kreismesser rosa 120x10x6mm einzeln in Gewebeschutzschlauch;0,34;;;;;;;;;;;;;;;;;;;;
K082776;6326;4283230176325;G80-100693;Kreismesser  - 1.4112 - G80 - glatt - UYAR-100693 - F01 - K033333;6,1;;;;;;;;;;;;;;;;;;;;
K082776;6911;4283230280428;G90-100694;Kreismesser  - 1.4112 - G90 - glatt - UYAR-100694 - F02 - K033333;7,2;;;;;;;;;;;;;;;;;;;;
K082776;8892;4283230857323;G100-100695;Kreismesser  - 1.4112 - G100 - glatt - UYAR-100695 - F03 - K033333;8,4;;;;;;;;;;;;;;;;;;;;
K082776;8893;4283230857422;G120-100696;Kreismesser  - 1.4112 - G120 - glatt - UYAR-100696 - F04 - K033333;9,8;;;;;;;;;;;;;;;;;;;;
K082776;8894;4283230857521;GT80-100484;Kreismesser  - 1.4112 - GT80 - Teflon - UYAR-100484 - F01 - K033333;7,6;;;;;;;;;;;;;;;;;;;;
K082776;8895;4283230857620;GT90-100485;Kreismesser  - 1.4112 - GT90 - Teflon - UYAR-100485 - F02 - K033333;8,7;;;;;;;;;;;;;;;;;;;;
K082776;8896;4283230857729;GT100-100495;Kreismesser  - 1.4112 - GT100 - Teflon - UYAR-100495 - F03 - K033333;10,2;;;;;;;;;;;;;;;;;;;;
K082776;8897;4283230857828;GT120-100496;Kreismesser  - 1.4112 - GT120 - Teflon - UYAR-100496 - F04 - K033333;11,8;;;;;;;;;;;;;;;;;;;;
K082776;8898;4283230857927;Z80-100497;Kreismesser  - 1.4112 - Z80 - gezahnt - UYAR-100497 - F01 - K033333;7,6;;;;;;;;;;;;;;;;;;;;
K082776;8899;4283230948229;Z90-100498;Kreismesser  - 1.4112 - Z90 - gezahnt - UYAR-100498 - F02 - K033333;8,9;;;;;;;;;;;;;;;;;;;;
K082776;8900;4283230948328;Z100-100499;Kreismesser  - 1.4112 - Z100 - gezahnt - UYAR-100499 - F03 - K033333;10,3;;;;;;;;;;;;;;;;;;;;
K082776;8901;4283230948427;Z120-100500;Kreismesser  - 1.4112 - Z120 - gezahnt - UYAR-100500 - F04 - K033333;12,2;;;;;;;;;;;;;;;;;;;;
K082776;8902;4283230948526;G80-100816;Kreismesser  - 1.4112 - G80 glatt - EMINP-100816 - F01 - K033333;6,1;;;;;;;;;;;;;;;;;;;;
K082776;8903;4283230948625;G90-100818;Kreismesser  - 1.4112 - G90 - glatt - EMINP-100818 - F02 - K033333;7,2;;;;;;;;;;;;;;;;;;;;
K082776;8904;4283230948724;G100-100820;Kreismesser  - 1.4112 - G100 - glatt - EMINP-100820 - F03 - K033333;8,4;;;;;;;;;;;;;;;;;;;;
K082776;8905;4283230948823;G120-100822;Kreismesser  - 1.4112 - G120 - glatt - EMINP-100822 - F04 - K033333;9,8;;;;;;;;;;;;;;;;;;;;
K082776;8906;4283230948922;G120-100775;Kreismesser  - 1.4112 - G120 - glatt - POTIS MT12020 - F04 - K033333;9,8;;;;;;;;;;;;;;;;;;;;
K082776;8907;4283230949028;Z120-100777;Kreismesser   - 1.4112 - Z120 - gezahnt - POTIS MT12030 - F04 - K033333;12,2;;;;;;;;;;;;;;;;;;;;
K082776;8930;4283230846624;Z80-100848;Kreismesser  - 1.4112 - Z80 - gezahnt - EMINP-100848 - F01 - K033333;7,6;;;;;;;;;;;;;;;;;;;;
K082776;8931;4283230846723;Z90-100850;Kreismesser  - 1.4112 - Z90 - gezahnt - EMINP-100850 - F02 - K033333;8,9;;;;;;;;;;;;;;;;;;;;
K082776;8932;4283230846822;Z100-100852;Kreismesser  - 1.4112 - Z100 - gezahnt - EMINP-100852 - F03 - K033333;10,3;;;;;;;;;;;;;;;;;;;;
K082776;8933;4283230846921;Z120-100854;Kreismesser  - 1.4112 - Z120 - gezahnt - EMINP-100854 - F04 - K033333;12,2;;;;;;;;;;;;;;;;;;;;
K082776;8935;4283230847324;G80-100727;Kreismesser  - 1.4112 - G80 - glatt - unbeschriftet - F01 - K033333;6,1;;;;;;;;;;;;;;;;;;;;
K082776;8936;4283230847423;G90-100728;Kreismesser  - 1.4112 - G90 - glatt - unbeschriftet - F02 - K033333;7,2;;;;;;;;;;;;;;;;;;;;
K082776;8937;4283230847225;G100-100729;Kreismesser  - 1.4112 - G100 - glatt - unbeschriftet - F03 - K033333;8,4;;;;;;;;;;;;;;;;;;;;
K082776;8938;4283230847126;G120-100730;Kreismesser  - 1.4112 - G120 - glatt - unbeschriftet - F04 - K033333;9,8;;;;;;;;;;;;;;;;;;;;
K082776;9827;4283230403421;D01.27.02 in Box;Kreismesser  - 1.4116 - 80P - glatt - POTIS EcoLine - X01 - K033333;4,9;;;;;;;;;;;;;;;;;;;;
K082776;9829;4283230827623;G80-100816 in Box;Kreismesser  - 1.4112 - G80 glatt - EMINP-100816 - X01 - K033333;6,1;;;;;;;;;;;;;;;;;;;;
K082776;9830;4283230827722;G80-100727 in Box;Kreismesser  - 1.4112 - G80 - glatt - unbeschriftet - X01 - K033333;6,1;;;;;;;;;;;;;;;;;;;;
K082776;9831;4283230827821;G80-100693 in Box;Kreismesser  - 1.4112 - G80 - glatt - UYAR-100693 - X01 - K033333;6,1;;;;;;;;;;;;;;;;;;;;
K082776;10936;4283230831125;Z80-100491;Kreismesser - 1.4112 - Z80 - gezahnt - unbeschriftet - 25 Stk in X01 - K033333;7,6;;;;;;;;;;;;;;;;;;;;
K082776;10937;4283230831323;Z90-100492;Kreismesser  - 1.4112 - Z90 - gezahnt - unbeschriftet - 25 Stk auf P07 - K033333;8,9;;;;;;;;;;;;;;;;;;;;
K082776;10938;4283230833020;Z100-100493;Kreismesser  - 1.4112 - Z100 - gezahnt - unbeschriftet - 25 Stk auf B07 - K033333;10,3;;;;;;;;;;;;;;;;;;;;
K082776;10939;4283230833327;Z120-100494;Kreismesser  - 1.4112 - Z120 - gezahnt - unbeschriftet - 25 Stk auf B07 - K033333;12,2;;;;;;;;;;;;;;;;;;;;
K054866;739;4283230032522;F018-11;Wellenkupplung Alu flex mit Klemmnabe D25L30 Ø8 auf Ø10mm;3,23;1;3,5;100;3,15;;;;;;;;;;;;;;;;
K054866;4058;4283230954725;C006-02;Schrittmotor 57er 57HS76 Bipolar;0;1;16;100;13,5;;;;;;;;;;;;;;;;
K054866;5675;4283230991928;L002-03;Handrad für Ø8mm Welle, silbern;2,98;1;3,1;100;2,9;;;;;;;;;;;;;;;;
K054866;6292;4283230281425;PRO-4283230281425;Handrad Schrittmotor 57er 8mm Schwarz Projektartikel;2,9;1;3,1;100;2,9;;;;;;;;;;;;;;;;
K054866;6315;4283230281524;PRO-4283230281524;Wellenkupplung Alu flexibel DIN912 Schraube D25L30 8 auf 10mm Projekt;3,15;1;3,5;100;3,15;;;;;;;;;;;;;;;;
K055652;2745;4283230966629;D004-03;Flanschkupplung mit Gewindebohrung M8;0,95;;;;;;;;;;;;;;;;;;;;
K075198;470;4283230070722;I012-01;Kreismesser  - 1.4116 - 120T - glatt - GT Classic - B05 - GT;7;;;;;;;;;;;;;;;;;;;;
K075198;6906;4283230069528;I006-02;Kreismesser  - 1.4116 - 80U - glatt - GT Classic - B01 - GT;4,5;;;;;;;;;;;;;;;;;;;;
K075198;6907;4283230070326;4,28323E+12;Kreismesser  - 1.4116 - 80Uz - gezahnt - GT Classic - B01 - GT;5,5;;;;;;;;;;;;;;;;;;;;
K066666;12328;4283230506023;P-NT-GD-GF-BA-001;Press Gas Kappe Messing 16mm beschriftet P, Dichtring HNBR-gelb, 480 Stk / Karton, K066666;2,73;1000;2,73;2500;2,64;5000;2,56;10000;2,49;;;;;;;;;;;;
K066666;12329;4283230506122;P-NT-GD-GF-BA-002;Press Gas Übergangsmuffe Messing 16 x 1/2'', beschriftet P, Dichtring HNBR-gelb, K066666;2,98;1000;2,98;2500;2,89;5000;2,8;10000;2,72;;;;;;;;;;;;
K066666;12341;4251910701167;POT-KON-0120;Kondensator MKP 0,12 uF ?12 × 25 mm mit 10 cm Kabel 630 VDC 400 VAC - K066666;;5000;1,19;10000;1,14;25000;1,1;50000;1,05;;;;;;;;;;;;
K066666;12342;4283230507426;BG-PT0078;Baugruppe Gasanschlussrohr 16 x 1.5 mit Bohrungen  DIN 10305-4, Messingteile aufgepresst, P ausgerichtet K066666;0;10;12,72;1000;11,56;;;;;;;;;;;;;;;;
K066666;12348;4283230508126;POT-KON-0220;Kondensator MKT72 220nF (0,22uF)/630V - K066666;;1;1,25;5000;1,03;10000;0,99;25000;0,95;;;;;;;;;;;;
K066666;12351;7892181020655;MON-BAU;Montage Baugruppe GAS - K066666;1,05;1000;1,05;2500;0,98;5000;0,91;10000;0,85;;;;;;;;;;;;
