ItemID_DE,EAN
2166,4283230087126
4851,4283230087324
4182,4283230087423
3718,4283230087522
3013,4283230087621
3150,4283230087720
742,4283230087829
2631,4283230087928
4862,4283230088024
2565,4283230088123
2574,4283230088321
6403,4283230088420
3156,4283230088529
4852,4283230088628
5002,4283230088826
2654,4283230088925
1996,4283230089021
4712,4283230089120
5393,4283230089229
6552,4283230089328
6603,4283230089427
6623,4283230089625
3721,4283230089724
2634,4283230089823
387,4283230090027
5743,4283230090126
5054,4283230090225
4898,4283230090324
3161,4283230090423
3970,4283230090522
6389,4283230090621
3014,4283230090720
4110,4283230090829
338,4283230090928
4840,4283230091024
4901,4283230091123
5051,4283230091222
4846,4283230091321
6622,4283230091420
5048,4283230091529
2962,4283230091628
4020,4283230091826
5385,4283230091925
4115,4283230092021
5021,4283230092229
5797,4283230092328
5551,4283230092427
3722,4283230092625
3155,4283230092724
3163,4283230093028
4845,4283230093127
5011,4283230093226
6394,4283230093325
3157,4283230093424
5047,4283230093622
2644,4283230093721
3965,4283230093820
2636,4283230093929
4596,4283230094124
3143,4283230094223
3633,4283230094322
6602,4283230094421
5396,4283230094520
2964,4283230094629
5015,4283230094728
3152,4283230094827
4900,4283230094926
5801,4283230095022
238,4283230095121
4783,4283230095220
4755,4283230095329
3146,4283230095428
5560,4283230095527
3720,4283230095626
2568,4283230095725
720,4283230095923
4600,4283230096029
4716,4283230096128
5721,4283230096227
4268,4283230096326
4759,4283230096425
4842,4283230096524
4208,4283230096821
6376,4283230096920
4118,4283230097026
4867,4283230097125
1991,4283230097521
2613,4283230097620
4594,4283230097729
4854,4283230097828
6390,4283230097927
3144,4283230098023
4113,4283230098122
2632,4283230098320
4841,4283230098429
2635,4283230098528
2655,4283230098627
4711,4283230098726
3644,4283230098825
4860,4283230098924
4856,4283230099020
4599,4283230099129
2127,4283230099228
124,4283230099327
389,4283230099426
2165,4283230099624
3158,4283230099723
4839,4283230099822
3164,4283230099921
3160,4283230100023
4868,4283230100122
3145,4283230100221
2643,4283230100320
4758,4283230100429
3154,4283230100528
4811,4283230100627
3724,4283230100726
6404,4283230100825
2604,4283230100924
744,4283230101020
4855,4283230101129
2965,4283230101228
4595,4283230101327
454,4283230101426
4593,4283230101525
4754,4283230101624
2559,4283230101723
5415,4283230101822
828,4283230101921
1990,4283230102027
3734,4283230102126
3147,4283230102225
4866,4283230102324
4555,4283230102423
3641,4283230102522
3149,4283230102720
4859,4283230102829
6391,4283230102928
3635,4283230103024
4547,4283230103123
4899,4283230103222
2569,4283230103321
3151,4283230103420
2612,4283230103529
2128,4283230103628
4597,4283230103727
3159,4283230103826
6388,4283230103925
6380,4283230104021
6374,4283230104120
4738,4283230104229
5810,4283230104328
4040,4283230104427
4042,4283230104526
5833,4283230104724
2037,4283230106629
5543,4283230106728
5547,4283230106827
2038,4283230106926
416,4283230107022
168,4283230107121
6414,4283230107220
6443,4283230107329
4287,4283230107428
496,4283230107527
2035,4283230107626
2042,4283230107725
4622,4283230107923
173,4283230108029
4043,4283230108227
2610,4283230108425
2041,4283230108524
5811,4283230108623
4861,4283230108821
4039,4283230108920
6489,4283230109026
6392,4283230109125
2735,4283230109224
2100,4283230109422
5397,4283230109521
378,4283230109729
4850,4283230109828
725,4283230109927
5086,4283230110022
622,4283230110121
3186,4283230110220
6452,4283230110329
6416,4283230110428
499,4283230110527
6411,4283230110626
2153,4283230110725
2693,4283230110824
2691,4283230110923
2703,4283230111029
2690,4283230111227
2702,4283230111326
838,4283230111425
4681,4283230111524
4111,4283230111623
5003,4283230111722
2181,4283230111821
4686,4283230111920
2182,4283230112125
6546,4283230112224
2544,4283230112422
3646,4283230112521
3759,4283230112620
1999,4283230112729
4786,4283230112828
5058,4283230112927
95,4283230113023
2169,4283230113122
2576,4283230113221
4761,4283230113429
4676,4283230115027
5388,4283230115126
1997,4283230115225
4682,4283230115324
5016,4283230115423
1911,4283230115522
4677,4283230115621
134,4283230115720
4121,4283230115829
4141,4283230116024
2175,4283230116123
5387,4283230116222
2174,4283230116321
6487,4283230116529
2000,4283230116628
2543,4283230116727
5057,4283230116826
3638,4283230116925
2159,4283230117021
3645,4283230117120
4660,4283230117328
3637,4283230117427
2457,4283230117625
1989,4283230117724
4788,4283230117823
4687,4283230118028
6488,4283230118127
133,4283230118226
1998,4283230118325
6486,4283230118523
4545,4283230118622
1913,4283230118721
2561,4283230118820
2001,4283230118929
6544,4283230119025
3223,4283230119124
5004,4283230119322
4785,4283230119421
2130,4283230119520
6545,4283230119629
3717,4283230119728
6490,4283230119827
4476,4283230119926
3758,4283230120021
2173,4283230120120
4114,4283230120328
5394,4283230120526
3766,4283230120625
113,4283230120724
105,4283230120823
3201,4283230120922
2617,4283230121028
2510,4283230121226
2459,4283230121325
2463,4283230121424
109,4283230121622
108,4283230121721
107,4283230121820
106,4283230121929
89,4283230122025
88,4283230122124
87,4283230122223
96,4283230122322
94,4283230122421
93,4283230122520
125,4283230122629
123,4283230122728
135,4283230122926
132,4283230123022
131,4283230123121
102,4283230123220
101,4283230123329
99,4283230123527
126,4283230123725
2443,4283230123923
128,4283230124029
5249,4283230124227
2444,4283230124425
2717,4283230124623
2558,4283230124722
2577,4283230124821
3202,4283230124920
103,4283230125026
100,4283230125125
2611,4283230125224
377,4283230125323
386,4283230125422
2435,4283230125521
3736,4283230125620
2562,4283230125729
4556,4283230125927
388,4283230126023
2180,4283230126122
452,4283230126221
2178,4283230126429
202,4283230126528
2567,4283230126627
2123,4283230126825
2656,4283230126924
385,4283230127020
200,4283230127228
2176,4283230127327
7812,4283230127426
2154,4283230127525
3768,4283230127624
3764,4283230127723
3767,4283230127822
2179,4283230127921
203,4283230128225
456,4283230128423
3166,4283230128621
4544,4283230128720
2163,4283230128829
5245,4283230128928
2542,4283230129024
3770,4283230129123
3765,4283230129222
3762,4283230129321
3757,4283230129420
3756,4283230129628
3753,4283230130020
2462,4283230130228
4341,4283230130723
3632,4283230130822
1959,4283230130921
4342,4283230131027
231,4283230131126
4934,4283230131225
2746,4283230131324
237,4283230131423
455,4283230131621
2461,4283230131720
5623,4283230131928
3453,4283230132024
732,4283230132123
730,4283230132222
729,4283230132529
3457,4283230132628
728,4283230132727
3184,4283230132925
719,4283230133021
743,4283230133120
3611,4283230133229
3455,4283230133328
2549,4283230133427
2546,4283230133526
1907,4283230133625
1909,4283230133724
3454,4283230133922
789,4283230134028
788,4283230134127
787,4283230134226
786,4283230134325
785,4283230134424
784,4283230134523
628,4283230134622
623,4283230134721
791,4283230134820
790,4283230134929
626,4283230135025
625,4283230135124
620,4283230135223
621,4283230135421
7029,4283230135520
349,4283230135629
347,4283230135728
346,4283230135926
343,4283230136022
340,4283230136121
393,4283230136220
3600,4283230136428
3593,4283230136527
345,4283230136626
169,4283230136824
406,4283230136923
733,4283230137029
399,4283230137128
341,4283230137227
3658,4283230137326
394,4283230137425
415,4283230137524
398,4283230137623
3185,4283230137722
405,4283230137821
402,4283230137920
403,4283230138026
391,4283230138125
400,4283230138323
407,4283230138422
397,4283230138521
395,4283230138620
390,4283230138828
655,4283230138927
669,4283230139023
674,4283230139122
671,4283230139221
660,4283230139320
747,4283230139429
4044,4283230139528
668,4283230139627
675,4283230139726
672,4283230140029
664,4283230140623
748,4283230141224
656,4283230141323
658,4283230141422
665,4283230141521
673,4283230141620
649,4283230141729
793,4283230141828
351,4283230141927
1938,4283230142122
714,4283230142320
2547,4283230142429
797,4283230143624
721,4283230143723
713,4283230143822
350,4283230143921
2548,4283230144027
3703,4283230144126
1939,4283230144324
654,4283230144423
667,4283230144522
3189,4283230144621
1958,4283230144829
1962,4283230145024
1956,4283230145123
1960,4283230145222
1957,4283230145321
210,4283230145420
2545,4283230145529
353,4283230145628
354,4283230145727
4653,4283230145826
4643,4283230145925
4635,4283230146021
4655,4283230146120
4647,4283230146328
4637,4283230146427
4649,4283230146526
4639,4283230146625
4651,4283230146724
4641,4283230146823
7822,4283230161826
7821,4283230161925
7820,4283230162021
7819,4283230162120
7818,4283230162229
7817,4283230162427
7816,4283230162526
7815,4283230162625
7814,4283230162724
7813,4283230162922
7619,4283230163028
7620,4283230163127
7621,4283230163325
7617,4283230163523
7618,4283230163622
7615,4283230163929
7616,4283230164025
7622,4283230164124
7623,4283230164223
7613,4283230164322
7636,4283230164421
7628,4283230164520
7629,4283230164629
7630,4283230164728
8934,4283230164827
7632,4283230164926
7633,4283230165022
7637,4283230165121
7625,4283230165220
7626,4283230165329
7627,4283230165428
8923,4283230165527
8924,4283230165626
7266,4283230165824
7265,4283230165923
466,4283230166029
6326,4283230176325
3726,4283230184320
3470,4283230184528
5617,4283230184627
2345,4283230184726
2357,4283230184825
3180,4283230185020
3181,4283230185129
2342,4283230185228
3233,4283230185426
1875,4283230185525
2343,4283230185921
5618,4283230186522
2349,4283230186621
829,4283230186720
2356,4283230186829
831,4283230186928
498,4283230187123
495,4283230187222
492,4283230187321
1923,4283230187420
1920,4283230187529
1918,4283230187628
371,4283230187826
372,4283230188021
375,4283230188120
374,4283230188229
369,4283230188328
373,4283230188427
3719,4283230188526
364,4283230188625
365,4283230188724
363,4283230188823
366,4283230188922
367,4283230189028
4117,4283230189523
5247,4283230189622
2458,4283230190123
2162,4283230190222
3606,4283230190321
4431,4283230190420
1889,4283230190529
206,4283230190628
2720,4283230190727
2580,4283230191526
2156,4283230191625
2157,4283230191724
2718,4283230191823
3466,4283230191922
4430,4283230192028
3640,4283230192226
97,4283230192325
3874,4283230192721
4752,4283230194428
419,4283230194824
420,4283230194923
2532,4283230195029
3418,4283230195128
3420,4283230195227
3421,4283230195326
3425,4283230195425
3426,4283230195524
3408,4283230195623
418,4283230195722
3411,4283230195920
3419,4283230196026
2533,4283230196224
3409,4283230196323
2531,4283230196422
4659,4283230196620
7511,4283230251527
7512,4283230251626
7513,4283230251725
7514,4283230251923
7495,4283230252029
7496,4283230252128
7497,4283230252227
7498,4283230252326
7499,4283230252425
7500,4283230252524
7501,4283230252623
7502,4283230253521
7503,4283230253729
7504,4283230253828
7505,4283230253927
7506,4283230254023
7507,4283230254429
7508,4283230254528
7509,4283230254726
7510,4283230254825
7475,4283230254924
7476,4283230255020
7477,4283230255129
7478,4283230255228
7479,4283230255327
7480,4283230255525
7481,4283230255624
7482,4283230255723
7483,4283230255822
7484,4283230255921
7485,4283230256027
7486,4283230256126
7487,4283230256225
7488,4283230256324
7473,4283230256621
7474,4283230256720
7470,4283230256829
7471,4283230257024
7472,4283230257123
7467,4283230257222
7468,4283230257321
7469,4283230257420
7390,4283230257529
7391,4283230257727
7392,4283230257826
7393,4283230257925
7394,4283230258021
7395,4283230258120
7396,4283230258328
7397,4283230258427
7398,4283230258526
7399,4283230258625
7400,4283230258724
7401,4283230258823
7282,4283230259028
7283,4283230259127
7284,4283230259325
7285,4283230259424
7286,4283230259622
7287,4283230259721
7288,4283230259820
7289,4283230260024
7290,4283230260123
7291,4283230260222
7292,4283230260321
7293,4283230260420
7294,4283230260529
7295,4283230260628
7296,4283230260727
7297,4283230260925
7298,4283230261021
7299,4283230261229
7300,4283230261328
7301,4283230261427
7302,4283230261526
7303,4283230261625
7304,4283230261823
7305,4283230262028
7277,4283230262127
7279,4283230262226
7275,4283230262424
7273,4283230262523
7274,4283230262622
7272,4283230262721
7267,4283230262820
7261,4283230262929
7262,4283230263124
7263,4283230263223
7264,4283230263421
7257,4283230263520
7258,4283230263629
7259,4283230263728
7249,4283230263827
7250,4283230263926
7251,4283230264022
7252,4283230264121
7253,4283230264329
7254,4283230264428
7255,4283230264527
7041,4283230264626
474,4283230266026
6278,4283230266125
4047,4283230266224
5689,4283230266323
5690,4283230266422
5691,4283230266521
6255,4283230266620
6257,4283230266729
5783,4283230266828
23,4283230267023
702,4283230267122
2646,4283230267221
2508,4283230267429
2647,4283230267528
6349,4283230267627
6350,4283230267726
5693,4283230267825
6344,4283230267924
6281,4283230268020
6280,4283230268129
7042,4283230268228
7043,4283230268327
6296,4283230268426
6295,4283230268525
6359,4283230268624
6347,4283230268723
6348,4283230268822
6346,4283230269027
6345,4283230269126
6320,4283230269225
6599,4283230269324
6600,4283230269423
3866,4283230269522
3867,4283230269720
3868,4283230269829
3489,4283230269928
3917,4283230270023
3824,4283230270122
4017,4283230270221
4023,4283230270320
4026,4283230270528
3958,4283230270627
3961,4283230270825
3963,4283230270924
3968,4283230271020
3972,4283230271129
4657,4283230271228
4778,4283230271723
4779,4283230271921
4780,4283230272027
2043,4283230272126
758,4283230272225
4099,4283230272324
4100,4283230272423
4101,4283230272522
4103,4283230272621
4105,4283230272720
4107,4283230272829
4502,4283230273024
4503,4283230273123
5126,4283230273321
5134,4283230273420
4733,4283230273628
4734,4283230273727
5552,4283230273925
7072,4283230274120
7080,4283230274229
7082,4283230274328
7096,4283230274427
7120,4283230274625
7121,4283230274724
7126,4283230274823
7132,4283230274922
7134,4283230275028
7135,4283230275127
4254,4283230275226
4794,4283230275325
4886,4283230275721
4887,4283230275820
4888,4283230275929
4889,4283230276025
4890,4283230276124
4891,4283230276223
4892,4283230276322
4893,4283230276421
4894,4283230276629
4895,4283230276728
4896,4283230276827
4897,4283230276926
6103,4283230277022
7011,4283230277220
7012,4283230277329
4200,4283230277428
4201,4283230277527
4203,4283230277626
4204,4283230277725
4205,4283230277824
4206,4283230277923
4207,4283230278029
4209,4283230278128
4210,4283230278227
4211,4283230278326
4212,4283230278425
4222,4283230278524
4224,4283230278623
4227,4283230278722
4228,4283230278821
4229,4283230278920
4230,4283230279026
4231,4283230279125
4232,4283230279224
4233,4283230279323
4234,4283230279422
4235,4283230279521
4236,4283230279620
6581,4283230280022
3548,4283230280220
6911,4283230280428
7149,4283230280527
7150,4283230280626
7151,4283230280725
7152,4283230280824
7153,4283230280923
7154,4283230281029
7155,4283230281128
7156,4283230281227
6292,4283230281425
6315,4283230281524
6922,4283230281920
6923,4283230282026
6926,4283230282323
6927,4283230282422
6928,4283230282521
6929,4283230282620
7045,4283230282828
7046,4283230282927
7047,4283230283023
7144,4283230283221
7145,4283230283320
7146,4283230283429
7147,4283230283528
6914,4283230283627
6915,4283230283726
6916,4283230283825
6917,4283230283924
6918,4283230284020
6919,4283230284129
6920,4283230284228
6583,4283230284426
4569,4283230286420
4633,4283230286529
5243,4283230286628
5692,4283230286925
5916,4283230287120
5917,4283230287229
5918,4283230287328
6043,4283230287526
6256,4283230287724
6311,4283230288226
6312,4283230288325
6314,4283230288523
6317,4283230288622
6318,4283230288721
6321,4283230288820
6322,4283230288929
6323,4283230289025
6324,4283230289124
7608,4283230289728
2192,4283230289827
2193,4283230289926
3120,4283230290328
3121,4283230290427
3122,4283230290526
3123,4283230290625
3124,4283230290724
3125,4283230290823
3126,4283230290922
3127,4283230291028
3128,4283230291127
3129,4283230291226
3130,4283230291325
3131,4283230291424
4030,4283230291721
142,4283230291820
138,4283230291929
6098,4283230292025
2378,4283230292124
139,4283230292223
140,4283230292322
2719,4283230292421
145,4283230292520
141,4283230292629
2721,4283230292728
2379,4283230292827
143,4283230293022
2722,4283230293121
2380,4283230293220
1941,4283230293329
144,4283230293428
4429,4283230293527
2377,4283230293626
146,4283230293725
2376,4283230293824
1942,4283230293923
147,4283230294029
4560,4283230294128
2375,4283230294227
5903,4283230294326
241,4283230294425
235,4283230294722
4428,4283230294821
1936,4283230295026
2509,4283230295125
2421,4283230295224
1937,4283230295422
234,4283230295521
757,4283230295620
3739,4283230295828
4424,4283230295927
760,4283230296023
228,4283230296320
753,4283230296429
240,4283230296726
752,4283230296825
226,4283230297129
761,4283230297228
4048,4283230297327
4049,4283230297426
681,4283230297723
682,4283230297822
683,4283230297921
684,4283230298027
685,4283230298126
686,4283230298225
7610,4283230299321
