2596,N,0,5,44
2597,N,0,5,1
2598,N,0,5,42
2599,N,0,5,37
2600,N,0,5,36
2601,N,0,5,48
2602,N,0,5,53
2604,Y,0,3,26
2605,Y,0,3,7
2606,Y,0,3,45
2607,Y,0,3,10
2608,Y,0,3,7
2609,Y,0,3,10
2610,Y,0,3,25
2611,Y,0,6,3
2612,Y,0,6,15
2613,Y,0,6,66
2614,Y,0,6,67
2615,Y,0,5,25
2616,Y,0,3,18
2617,Y,18,6,26
2618,Y,4,6,6
2620,Y,0,6,5
2621,Y,0,6,10
2622,Y,0,6,4
2624,Y,0,1,0
2625,Y,62,5,81
2626,Y,55,5,78
2627,Y,63,5,160
2628,Y,15,3,17
2629,Y,56,3,75
2631,Y,14,6,23
2632,Y,13,6,15
2633,Y,74,6,83
2634,Y,132,6,135
2635,Y,103,6,121
2636,Y,99,6,118
2641,Y,40,6,45
2642,Y,36,6,34
2643,Y,138,6,159
2644,Y,161,6,188
2645,Y,47,6,42
2646,Y,0,1,0
2647,Y,0,1,0
2648,Y,0,1,0
2649,Y,0,1,0
2651,Y,16,3,27
2652,Y,18,3,22
2653,Y,17,3,22
2654,Y,84,6,104
2655,Y,9,6,11
2656,Y,4,6,11
2680,Y,1,6,2.36
2681,Y,2,6,2.7
2682,Y,2,1,2.38
2683,Y,2,1,2.37
2684,Y,2,1,2.51
2685,Y,2,1,3.08
2686,Y,1,1,1.47
2687,Y,1,1,3.02
2688,Y,1,1,2.75
2689,Y,1,1,3.58
2690,Y,1,1,1.45
2691,Y,1,1,1.5
2692,Y,2,1,4.2
2693,Y,1,1,0.2
2694,Y,1,1,1.86
2695,Y,3,6,3.17
2696,Y,1,1,6.47
2697,Y,3,1,3.49
2698,Y,2,1,2.09
2699,Y,1,1,2.24
2700,Y,1,1,2.01
2701,Y,1,1,1.76
2702,Y,1,1,6.05
2703,Y,1,1,1.35
2714,N,0,3,0
2715,N,0,3,0
2716,N,0,3,0
2717,N,10,6,0
2718,Y,0,5,100
2719,Y,0,6,40
2720,Y,0,6,7
2721,Y,0,6,42
2722,Y,0,6,27
2730,Y,0,5,45
2731,Y,0,5,92
2732,Y,0,5,15
2733,Y,0,5,41
2734,Y,0,5,4
2735,Y,0,3,7
2744,Y,14,3,24
2745,Y,95,3,136
2746,Y,60,3,61
2747,Y,63,6,33
2959,N,0,1,0
2960,N,0,1,0
2961,N,0,3,0
2962,N,0,3,0
2963,N,0,3,0
2964,N,0,6,0
2965,N,0,6,0
2966,N,0,1,0
2967,N,0,1,0
2968,N,0,1,0
2969,N,0,1,0
2970,N,0,1,0
2971,N,0,1,0
2972,N,0,1,0
2974,N,0,1,0
2975,N,0,5,0
2976,N,0,3,0
2977,N,0,3,0
2978,N,0,3,0
2979,N,0,6,0
2980,N,0,6,0
2981,N,0,1,0
2982,N,0,1,0
2983,N,0,1,0
2984,N,0,1,0
2985,N,0,1,0
2986,N,0,1,0
2987,N,0,1,0
3013,N,0,3,0
3014,N,0,3,0
3015,N,0,3,0
3060,Y,0,6,5
3061,Y,0,6,27
3062,Y,0,6,21
3063,Y,0,6,20
3064,Y,0,6,15
3065,Y,0,6,0
3084,Y,0,6,5
3085,Y,0,6,22
3086,Y,0,6,37
3087,Y,0,6,0
3088,Y,0,6,0
3089,Y,0,6,11
3115,Y,0,3,180
3120,Y,0,1,0
3121,Y,0,1,0
3122,Y,0,1,0
3123,Y,0,1,0
3124,Y,0,1,0
3125,Y,0,1,0
3126,Y,0,1,0
3127,Y,0,1,0
3128,Y,0,1,0
3129,Y,0,1,0
3130,Y,0,1,0
3131,Y,0,1,0
3132,Y,21,3,14
3138,Y,8,6,11
3139,Y,2,6,8
3140,Y,41,3,40
3143,Y,17,3,22
3144,Y,22,3,64
3145,Y,10,3,17
3146,Y,0,3,10
3147,Y,7,3,8
3148,Y,15,3,23
3149,Y,16,3,16
3150,Y,7,3,16
3151,Y,29,3,4
3152,Y,35,3,40
3153,Y,4,3,23
3154,Y,31,3,38
3155,Y,26,3,41
3156,Y,4,3,26
3157,Y,10,3,19
3158,Y,15,3,9
3159,Y,21,3,29
3160,Y,41,3,70
3161,Y,4,3,18
3162,Y,10,3,20
3163,Y,15,3,23
3164,Y,22,3,51
3166,Y,12,5,1
3167,Y,0,5,0
3168,Y,0,5,5
3169,Y,8,5,1
3170,Y,6,5,1
3180,Y,69,5,81
3181,Y,40,5,46
3184,Y,26,3,58
3185,Y,0,3,0
3186,Y,0,5,5
3187,Y,0,5,13
3188,Y,0,5,12
3189,Y,0,5,0
3198,Y,0,6,3.2
3199,Y,0,1,3
3200,Y,0,1,1.15
3201,Y,0,6,2.2
3202,Y,0,6,1.3
3203,Y,0,1,2.68
3223,Y,0,6,5
3229,Y,0,6,68
3230,Y,0,6,66
3232,Y,0,6,17
3233,Y,12,6,18
3234,Y,18,6,22
3235,Y,12,6,13
3236,Y,47,6,45
3237,Y,18,6,27
3238,Y,15,3,14
3239,N,0,6,0
3240,Y,0,6,33
3241,Y,0,6,15
3407,Y,0,6,2.45
3408,Y,0,6,1.5
3409,Y,0,6,3.2
3410,Y,0,1,4.104
3411,Y,0,6,5.9
3412,Y,0,6,7.95
3413,N,0,6,0
3414,N,0,1,0
3415,N,0,6,0
3416,Y,0,1,1.5
3417,N,0,6,0
3418,Y,0,6,4
3419,Y,0,6,9.1
3420,Y,0,6,3.2
3421,Y,0,6,10
3422,Y,0,6,5
3423,Y,0,6,3.5
3424,Y,0,1,11
3425,Y,0,6,3
3426,Y,0,6,6
3427,Y,0,1,4
3451,Y,0,6,10
3452,Y,0,6,7
3453,N,0,6,0
3454,Y,0,6,14
3455,Y,0,6,11
3457,Y,0,6,15
3466,N,0,6,0
3468,N,0,6,0
3469,Y,0,6,10
3470,Y,0,6,7
3475,Y,0,6,13
3489,N,0,6,0
3547,Y,0,3,11
3548,N,0,1,0
3549,Y,0,3,4
3550,Y,0,3,4
3551,N,0,6,0
3552,Y,0,6,6
3553,Y,0,6,4
3554,Y,0,3,48
3555,Y,0,3,5
3556,N,0,3,0
3557,Y,0,3,11
3558,Y,0,6,11
3559,Y,0,6,12
3560,Y,0,6,12
3566,Y,0,3,8
3567,Y,0,6,9
3569,Y,0,6,11
3571,N,0,6,0
3573,N,0,6,0
3576,Y,0,6,9
3578,N,0,6,0
3580,Y,0,6,1
3582,Y,0,6,2
3589,Y,0,6,12
3593,Y,0,6,9
3595,Y,0,6,15
3600,N,0,6,0
3604,Y,0,6,4
3606,Y,0,6,3
3611,N,0,6,0
3627,Y,0,1,0
3628,Y,0,1,0
3631,Y,103,3,120
3632,Y,163,3,240
3633,Y,174,3,152
3634,Y,68,6,106
3635,Y,38,6,52
3636,Y,13,6,28
3637,Y,10,6,16
3638,Y,29,6,46
3639,Y,49,3,49
3640,Y,76,3,95
3641,Y,36,3,54
3642,Y,22,6,34
3643,Y,9,6,15
3644,Y,0,6,0
3645,Y,0,6,2
3646,Y,0,6,12
3652,Y,20,3,47
3653,Y,39,3,51
3654,Y,96,3,111
3655,Y,57,3,53
3656,Y,14,3,22
3657,Y,104,3,120
3658,Y,170,5,171
3674,Y,215,3,259
3703,Y,0,5,26
3704,Y,0,5,1
3705,Y,0,5,7
3706,Y,0,5,45
3707,Y,0,5,56
3708,Y,0,5,48
3717,Y,0,6,7
3718,Y,0,6,7
3719,Y,0,6,33
3720,Y,0,6,8
3721,Y,0,6,3
3722,Y,0,6,12
3723,Y,0,6,14
3724,Y,0,6,7
3725,Y,0,6,24
3726,N,0,3,0
3727,N,0,3,0
3728,Y,0,3,7
3729,Y,0,3,9
3730,Y,0,3,10
3731,Y,0,3,15
3732,N,0,3,0
3733,Y,0,3,16
3734,Y,0,3,13
3736,Y,42,5,190
3739,N,0,1,0
3740,Y,0,1,0
3745,Y,4,1,2
3746,Y,8,1,8
3747,Y,8,1,9
3748,Y,24,8,25
3753,Y,0,6,30
3754,Y,0,6,8
3755,Y,0,6,4
3756,Y,0,6,17
3757,Y,0,6,16
3758,Y,0,6,18
3759,Y,0,6,13
3760,Y,0,6,14
3761,Y,0,6,27
3762,Y,0,6,17
3763,Y,0,6,12
3764,Y,0,6,19
3765,Y,0,6,30
3766,Y,0,6,2
3767,Y,0,6,4
3768,Y,0,6,5
3769,Y,0,6,75
3770,Y,0,6,18
3771,Y,0,6,32
3781,N,0,6,0
3782,N,0,6,0
3784,Y,0,6,5
3786,Y,0,6,3
3788,Y,0,6,13
3791,Y,0,6,4
3793,Y,0,6,17
3795,N,0,6,0
3797,Y,0,6,14
3814,N,0,6,0
3824,N,0,6,0
3843,Y,0,6,2
3846,Y,0,6,4
3847,N,0,6,0
3849,Y,0,6,8
3852,N,0,6,0
3855,Y,0,6,4
3858,Y,0,6,4
3861,N,0,6,0
3862,N,0,6,0
3866,N,0,6,0
3867,N,0,6,0
3868,N,0,6,0
3874,Y,0,6,8
3875,Y,0,6,15
3877,Y,0,6,8
3879,Y,0,6,5
3881,Y,0,6,8
3884,Y,0,6,11
3886,Y,0,6,21
3888,Y,0,6,2
3890,N,0,6,0
3896,Y,0,6,9
3898,Y,0,6,6
3917,N,0,6,0
3933,Y,0,6,5
3936,Y,0,6,6
3939,Y,0,6,9
3942,Y,0,6,5
3958,N,0,6,0
3959,N,0,6,0
3961,N,0,6,0
3963,N,0,6,0
3965,Y,0,6,8
3968,N,0,6,0
3970,Y,0,6,8
3972,Y,0,6,1
3974,N,0,6,0
3986,N,0,6,0
3991,Y,0,6,5
3995,N,0,6,0
4017,N,0,6,0
4018,N,0,6,0
4020,Y,0,6,3
4023,N,0,6,0
4024,Y,0,6,8
4026,N,0,6,0
4027,Y,0,6,1
4030,Y,0,1,0
4032,Y,27,6,44
4033,Y,10,6,15
4037,Y,16,6,16
4038,Y,105,6,123
4039,Y,49,6,65
4040,Y,50,6,8
4042,Y,147,6,170
4043,Y,143,5,136
4044,Y,277,6,651
4047,Y,0,1,0
4048,Y,0,1,0
4049,Y,0,1,0
4054,Y,51,1,29
4055,Y,0,3,19
4056,Y,11,6,7
4058,Y,4,1,9
4060,Y,0,6,0
4061,Y,0,6,0
4062,Y,0,6,30
4063,Y,0,6,13
4064,Y,0,6,22
4065,Y,0,6,14
4066,Y,9,1,13
4067,Y,4,1,19
4068,Y,4,7,3
4071,Y,0,1,0
4098,N,0,1,0
4099,N,0,1,0
4100,N,0,1,0
4101,N,0,1,0
4102,N,0,1,0
4103,N,0,1,0
4104,N,0,3,0
4105,N,0,1,0
4106,N,0,1,0
4107,N,0,1,0
4109,Y,0,3,2
4110,Y,0,3,7
4111,Y,0,3,10
4112,Y,0,6,12
4113,Y,0,3,9
4114,N,0,3,0
4115,N,0,3,0
4116,Y,0,3,5
4117,N,0,3,0
4118,Y,0,3,7
4119,N,0,3,0
4120,Y,0,3,2
4121,N,0,3,0
4122,Y,0,3,10
4123,Y,0,5,6
4124,Y,0,3,6
4126,Y,2,3,3
4127,Y,2,3,6
4128,Y,0,3,0
4130,N,0,5,0
4131,N,0,5,0
4132,N,0,5,0
4134,Y,0,5,8
4135,N,0,5,0
4136,Y,0,5,2
4137,N,0,5,0
4138,Y,0,5,15
4140,Y,0,3,9
4141,Y,0,1,6
4142,N,0,1,0
4143,Y,0,6,9
4144,N,0,6,0
4145,Y,0,6,2
4146,Y,0,3,9
4147,N,0,3,0
4148,Y,0,3,6
4149,N,0,3,0
4150,Y,0,5,4
4151,Y,0,5,40
4152,N,0,6,0
4153,Y,0,3,1
4160,Y,0,3,7
4161,N,0,3,0
4162,Y,0,3,4
4163,Y,0,3,5
4165,Y,0,3,110
4166,Y,0,3,7
4167,Y,0,3,1
4169,Y,4,5,12
4170,Y,5,3,11
4171,Y,2,3,10
4172,Y,0,5,14
4173,Y,0,5,2
4174,Y,2,3,9
4175,Y,0,3,0
4176,Y,2,3,10
4178,Y,6,5,3
4179,Y,7,5,12
4180,Y,7,5,16
4181,Y,2,5,9
4182,Y,6,3,7
4190,Y,0,6,9
4191,Y,0,3,6
4192,Y,0,3,3
4193,Y,0,3,4
4194,Y,0,5,9
4195,Y,0,5,8
4196,N,0,5,0
4197,N,0,5,0
4198,N,0,5,0
4199,Y,0,5,10
4200,N,0,5,0
4201,N,0,5,0
4202,Y,0,3,2
4203,N,0,6,0
4204,N,0,6,0
4205,N,0,6,0
4206,N,0,3,0
4207,N,0,3,0
4208,N,0,3,0
4209,N,0,3,0
4210,N,0,3,0
4211,N,0,3,0
4212,N,0,3,0
4214,N,0,5,0
4215,N,0,5,0
4216,N,0,5,0
4217,N,0,5,0
4218,N,0,5,0
4219,N,0,5,0
4220,Y,0,3,8
4221,Y,0,3,14
4222,N,0,3,0
4223,Y,0,3,7
4224,N,0,6,0
4225,Y,0,6,11
4226,N,0,5,0
4227,N,0,5,0
4228,N,0,3,0
4229,N,0,3,0
4230,N,0,3,0
4231,N,0,3,0
4232,N,0,3,0
4233,N,0,3,0
4234,N,0,3,0
4235,N,0,6,0
4236,N,0,6,0
4238,Y,0,5,0
4239,Y,2,5,19
4240,Y,26,5,27
4241,Y,0,5,0
4242,Y,6,5,9
4243,Y,2,5,14
4250,Y,0,7,1
4251,Y,0,1,4
4252,Y,0,1,1
4253,Y,0,1,0
4254,Y,0,1,0
4255,Y,0,7,0
4257,Y,0,3,14.7
4258,Y,4,5,10
4259,Y,4,5,4.9
4260,Y,4,3,9
4261,Y,2,5,16
4262,Y,5,3,5.3
4263,Y,9,5,16.8
4264,Y,0,5,15
4265,Y,2,5,14
4266,Y,6,5,13
4267,Y,0,5,11.8
4268,Y,2,3,16
4270,Y,5,5,6
4271,Y,15,5,23
4272,Y,15,5,20
4273,Y,0,3,17
4274,Y,0,3,11
4275,Y,0,3,23
4276,Y,0,3,5
4277,Y,12,5,19
4278,Y,0,3,0
4279,Y,4,3,4
4280,Y,14,5,19
4281,Y,0,3,22
