ItemID_DE;ItemNoDE;EAN;ParentNo;ItemNameDE;RemarkDE/EN;Sales_Price_EUR;Is_StockItem;StockQtyEU;MSQ_EU;is_dim_weight_estimated;weight(g);length(mm);width(mm);height(mm);is_active;Überverkäufe möglich;Stückzahl teilbar;Versandgewicht(kg);Length;Breite;Höhe;TARIC-Code
12388;PT0176+L;7895646637917;;Drehrichtungsschalter inkl. Motor Zuleitung;;0;N;0;0;0;0;0;0;0;Y;N;N;0;0;0;0;8536500700
12387;TM-074;7897756383944;;Wippenschalter;;0;N;0;0;0;10;30;11;20;Y;N;N;0,01;3;1,1;2;8536500700
12386;75800;7899929886405;;Anschlusskabel intern für MZ 05;;6;N;0;0;0;10;120;0;0;Y;N;N;0,01;12;0;0;8544499390
12385;CMBM-001;7896422173551;;Klauenkupplung Alu D40 L55, Bohrung 25mm, Hälfte mit Passfedernut, nicht eloxiert, Toleranz -0.015 bis -0.035 mit Elastomer geschlossen;;8,21;N;0;0;0;70;40;40;15;Y;N;N;0,07;4;4;1,5;8483608090
12384;0080-0160;7892619242215;;Kreismesser Für Döner- / Gyros Roboter 160mm -  glatt PREMIUM;;15,36;N;0;0;0;90;160;160;10;Y;N;N;0,09;16;16;1;8208300000
12383;KM1801;7899121859863;;Kreismesser Potis 80P PREMIUM 20er Pack;;7,5;N;0;0;0;50;80;80;10;Y;N;N;0,05;8;8;1;
12382;0080-0200;7897611242263;;Kreismesser Für Döner- /Gyros Roboter Rodo 200mm -  glatt PREMIUM Rodo;;22,86;N;0;0;0;320;200;200;10;Y;N;N;0,32;20;20;1;8208300000
12381;1007142;7899431335934;;Quadermagnet aus Neodym-Eisen-Bor L40 B 25 H10mm vernickelt;;3,3;N;0;0;0;80;40;25;10;Y;N;N;0,08;4;2,5;1;8505111076
12380;0012-1230;7891472111218;;Verbrennungsgitter GU Modell 230 x 165mm;;2,47;N;0;0;0;140;230;165;10;Y;N;N;0,14;23;16,5;1;8487909090
12379;0012-1208;7894476672549;;Verbrennungsgitter K Modell 208 x155mm;;2,11;N;0;0;0;140;208;155;1;Y;N;N;0,15;20,8;15,5;0,1;8487909090
12378;0080-0140-RODO;7892633925002;;Kreismesser Für Döner- /Gyros Roboter Rodo 140mm -  glatt PREMIUM Rodo;;12,14;N;0;0;0;130;140;140;1;Y;N;N;0,15;14;14;0,1;8208300000
12377;DIMA-01;7895263081438;;Klauenkupplung D40L50 Bohrung Ø14H7, Passfedernut nach DIN 6885-1, Nabenbreite 5P9 mit Elastomer für Klauenkupplung D40L50 ROT Härte 98 SHA;;0;N;0;0;0;180;50;40;40;Y;N;N;0,18;5;4;4;8483608090
12376;POLY-01;7893766121125;;Federspannstift;;0;N;0;0;0;0;18;7;7;Y;N;N;0;1,8;0,7;0,7;8487909090
12375;4-012-05-12;7899604370700;;Stehlager ohne Gehäuse * LDK wertig ohne Schmierbohrung;;0;N;0;0;0;0;0;0;0;Y;N;N;0;0;0;0;8482109000
12374;4-012-05-11;7894797538067;;Blechgehäuse PP 204 * LDK wertig;;0;N;0;0;0;0;0;0;0;Y;N;N;0;0;0;0;8487909090
12373;PLA2006-11;7891952147119;;Finger -Eingriffschutz;;0,5;N;0;0;0;40;75;10;10;Y;N;Y;0,04;7,5;1;1;8487909090
12372;BOGA-01;7896002694995;;Niveauerfassung analog resistiv 33-240Ohm Hub 100mm;;32;N;0;0;0;100;25;25;100;Y;N;N;0,1;2,5;2,5;10;8536500700
12371;Roll-02;7896976951520;;Trapezgewindespindel Tr20X4 L220 C45, brüniert;;0;N;0;0;0;470;220;20;20;Y;N;N;0,47;22;2;2;8487909090
12370;Roll-01;7894095763116;;Trapezgewindemutter Tr20x4 C45 schwarz verzinkt;;0;N;0;0;0;210;58;58;22;Y;N;N;0,22;5,8;5,8;2,2;8487909090
12369;1718400 ?;7898223211852;;Stripper-Werkzeug 250x80x2mm glatt;;0;N;0;0;1;310;250;80;0,2;Y;N;Y;0,31;25;8;0,02;8208300000
12368;NOCK-01;7892448106108;;NOCK Kreismesser 200mm;;30;N;0;0;1;400;200;200;0;Y;N;N;0,4;20;20;0;8208300000
12367;DIN380SME-1000;7897406887754;;Trapezgewindespindel Tr8x2P2 DIN380 / ISO 2901-7e;;0;N;0;0;1;780;1000;8;8;Y;N;N;0,8;100;0,8;0,8;8487909090
12366;3694-0004;4283230509925;;Elastomerstern blau für CEYLAN Klauenkupplung D20L30 - K011111;;0,54;N;0;0;1;10;20;20;5;Y;N;N;0,01;2;2;0,5;8483608090
12365;3694-0006;7899271377675;;CEYLAN Klauenkupplung D20L30 - Hälfte 6mm - K011111;;1,24;N;0;0;1;10;19;20;20;Y;N;N;0,01;1,9;2;2;8483608090
12364;3694-0007;7897843782117;;CEYLAN Klauenkupplung D20L30 - Hälfte 10mm - K011111;;1,24;N;0;0;1;10;19;20;20;Y;N;N;0,01;1,9;2;2;8483608090
12363;PT0376;4251910703765;;Kabelverschraubung PG9 mit Gegenmutter;;0,57;N;0;0;1;20;30;20;20;Y;N;N;0,02;3;2;2;3925902000
12362;PT0176;7895359608167;;Drehrichtungsschalter;;0,45;N;0;0;0;10;14;31;35;Y;N;N;0,01;1,4;3,1;3,5;8536500700
12361;AF26-026;7891456411198;;Ball flange bearing UCFL 202 bore 15mm;;0;N;0;0;0;480;110;90;31;Y;N;N;0,48;11;9;3,1;8482109000
12360;Roll-03;4283230509420;;Aluminium Halter für Linienlaser Ø12mm B8;;5;N;0;0;1;10;60;15;10;Y;N;N;0,01;6;1,5;1;8487909090
12359;4300200;7890770297457;;Gleitlager mit Festschmierstoff 20 F7 / 28 m6 × 40 mm;;3,68;N;0;0;1;90;40;28;28;Y;N;N;0,09;4;2,8;2,8;8487909090
12358;3700210;7897059090303;;Welle d25 Linearführung Toleranz g9;;13,5;N;0;0;1;1300;340;25;25;Y;N;N;1,34;34;2,5;2,5;8487909090
12357;31621;7899054923068;;Kugelumlaufspindel MFL 200, SFU 2010 L320mm, hergestellt nach Zeichnung;;0;N;0;0;1;860;320;58;44;Y;N;N;0,89;32;5,8;4,4;8483403090
12356;10050081;4283230509024;;MUSSANA Anlaufkondensator 16µF 45x75mm M8 Gewinde;;0;N;0;0;1;100;45;45;75;Y;N;N;0,1;4,5;4,5;7,5;8532250000
12355;1909819;7890866608341;;KOMET Motorkondensator 60µF Ø55x125-M10 Gewindebolzen, ölgefüllt;;9,89;N;0;0;1;220;55;55;125;Y;N;N;0,22;5,5;5,5;12,5;8532250000
12354;1909776;4283230508829;;KOMET Motorkondensator 16µF Ø45x75, ölgefüllt;;3,97;N;0;0;1;100;45;45;75;Y;N;N;0,1;4,5;4,5;7,5;8532250000
12353;1909775;4283230508720;;KOMET Motorkondensator 8µF Ø40x65, ölgefüllt;;2,56;N;0;0;1;90;40;40;65;Y;N;N;0,1;4;4;6,5;8532250000
12352;1909661;7897536102390;;KOMET Netzfilter 10A;;0;N;0;0;1;60;75;50;30;Y;N;N;0,06;7,5;5;3;8536500700
12351;MON-BAU;7892181020655;;Montage Baugruppe GAS - K066666;;0;N;0;0;0;0;0;0;0;Y;N;N;0;0;0;0;
12350;BUE-250;4283230508324;;Kreismesser Ø250x06x100 - K083674;;30;N;0;0;1;200;250;250;0,6;Y;N;N;0,21;25;25;0,06;8208300000
12349;0012-2024;4283230508225;;Topband Motor 3570 24V - K011111;;49,57;N;0;0;1;350;105;35;35;Y;N;N;0,36;10,5;3,5;3,5;8501109958
12348;POT-KON-0220;4283230508126;;Kondensator MKT72 220nF (0,22uF)/630V - K066666;;0;N;0;0;1;10;25;10;10;Y;N;N;0,01;2,5;1;1;8532250000
12347;PT0169;7890041425893;;Untere Schiebemuffe mit Spießauflage komplett;;6,5;N;0;0;0;260;145;50;37;Y;N;N;0,27;14,5;5;3,7;8487909090
12346;PT0166;7895113995663;;Obere Schiebemuffe komplett;;7,5;N;0;0;0;310;145;50;43;Y;N;N;0,26;14,5;5;4,3;8487909090
12345;PT0206;4283230507822;;Einbausteckdose - K066666;;0;N;0;0;0;80;62;62;50;Y;N;N;0,08;6,2;6,2;5;8536699099
12344;0080-4200;4283230507723;;Kreismesser 1.4112 - 9C-  RODO 200mm - K011111;;11;N;0;0;1;200;200;200;15;Y;N;N;0,21;20;20;1,5;8208300000
12343;0012-0109;7891590167333;;Potis Spieß GD5 108cm;;0;N;0;0;1;1150;1090;12;12;Y;N;N;1,2;109;1,2;1,2;8487909090
12342;BG-PT0078;4283230507426;;Baugruppe Gasanschlussrohr 16 x 1.5 mit Bohrungen  DIN 10305-4, Messingteile aufgepresst, P ausgerichtet K066666;;12,72;Y;0;0;1;230;700;30;30;Y;N;N;0,25;70;3;3;7326909890
12341;POT-KON-0120;4251910701167;;Kondensator MKP 0,12 uF ?12 × 25 mm mit 10 cm Kabel 630 VDC 400 VAC - K066666;;1,07;N;0;0;1;10;12;12;25;Y;N;N;0,01;1,2;1,2;2,5;8532250000
12340;529;4283230507228;;RUND-/DÖNERMESSER GLATT Ø90mm 90D - K022222;;5,7;N;0;0;0;60;90;90;0,1;Y;N;N;0,06;9;9;0,01;8208300000
12339;506;4283230507129;;RUND-/DÖNERMESSER GLATT Ø120mm 120T - K022222;;7,6;N;0;0;1;120;120;120;0,1;Y;N;N;0,12;12;12;0,01;8208300000
12338;502;4283230507020;;RUND-/DÖNERMESSER GLATT Ø90mm 90U - K022222;;5,7;N;0;0;0;50;80;80;0,1;Y;N;N;0,05;8;8;0,01;8208300000
12337;501;4283230506924;;RUND-/DÖNERMESSER GEZAHNT Ø80mm 80U -  K022222;;6,5;N;0;0;0;50;80;80;0,1;Y;N;N;0,05;8;8;0,01;8208300000
12336;500;4283230506825;;RUND-/DÖNERMESSER GLATT Ø80mm 80U - K022222;;5,4;N;0;0;1;50;80;80;0,1;Y;N;N;0,05;8;8;0,01;8208300000
12335;BG-PT0078-E;4283230506726;;Baugruppe Gasanschlussrohr 16 x 1.5 mit Bohrungen Edelstahl V2A 304, Messingteile aufgepresst, P ausgerichtet K066666;;20,43;Y;0;0;1;230;700;30;30;Y;N;N;0,25;70;3;3;7326909890
12334;PT0078-E;4283230506627;;Gasanschlussrohr 16 x 1.5 mit Bohrungen Edelstahl V2A 304 K066666;;12;Y;0;0;1;170;16;16;600;Y;N;N;0,18;1,6;1,6;60;7326909890
12333;PT0078;7898601782738;;Gasanschlussrohr 16 x 1.5 mit Bohrungen DIN 10305-4 E235 (1.0308);;10;Y;0;0;1;170;620;16;16;Y;N;N;0,18;62;1,6;1,6;7326909890
12332;PT0032-E;4283230506429;;Ermetorohr 8x1  für GD3 und GD4 - 473mm Edelstahl V2A 304 K066666;;6;N;0;0;1;80;473;120;0,1;Y;N;N;0,08;47,3;12;0,01;7326909890
12331;PT0032;4283230506320;;Ermetorohr 8x1 DIN 10305-4 für GD3 und GD4 - 473mm K066666;;5;N;0;0;1;80;470;150;0,2;Y;N;N;0,08;47;15;0,02;7326909890
12330;4,28323E+12;4283230506221;;T8 Sechskant-Mutter mit Madenschraube;;2,36;N;0;0;1;10;13;13;6,5;Y;N;N;0,01;1,3;1,3;0,65;7318156290
12329;P-NT-GD-GF-BA-002;4283230506122;;Press Gas Übergangsmuffe Messing 16 x 1/2'', beschriftet P, Dichtring HNBR-gelb, K066666;;2,98;Y;1060;0;1;40;33,2;27,1;27,1;Y;N;N;0,05;3,32;2,71;2,71;8487909090
12328;P-NT-GD-GF-BA-001;4283230506023;;Press Gas Kappe Messing 16mm beschriftet P, Dichtring HNBR-gelb, 480 Stk / Karton, K066666;;2,73;Y;1060;0;1;20;19,7;19,7;23,8;Y;N;N;0,02;1,97;1,97;2,38;8487909090
12327;ONE-4283230505828;4283230505828;;Zahnrad Module 1.5 52 Teeth Polyketone, CNC;;6,36;N;0;0;1;50;81;81;23;Y;N;N;0,05;8,1;8,1;2,3;8483508090
12326;ONE-4283230505729;4283230505729;;Zahnrad Module 2 17 Teeth Polyketone, CNC;;6,59;N;0;0;1;20;38;38;15;Y;N;N;0,02;3,8;3,8;1,5;8483508090
12325;ONE-4283230505620;4283230505620;;Zahnrad Integralteil M1.5 52 Teeth auf M2 17 Teeth Polyketone, CNC;;0;N;0;0;1;100;81;81;50;Y;N;N;0,1;8,1;8,1;5;8483508090
12324;ONE-4283230505521;4283230505521;;Zahnrad Module 1.5 16 Teeth Polyketone, CNC;;6,33;N;0;0;1;20;27;27;23;Y;N;N;0,02;2,7;2,7;2,3;8483508090
12323;ONE-4283230505422;4283230505422;;Zahnrad Module 2 42 Teeth Polyketone, CNC;;9,25;N;0;0;1;50;88;88;15;Y;N;N;0,05;8,8;8,8;1,5;8483508090
12322;0012-2030;4283230505323;;Topband Motor 3570 30V - K011111;;49,57;N;0;0;1;340;97;35;35;Y;N;N;0,35;9,7;3,5;3,5;8501109958
12321;0012-2015;4283230505224;;Topband Motor 3570 15V K011111;;49,57;N;0;0;1;340;97;35;35;Y;N;N;0,35;9,7;3,5;3,5;8501109958
12320;37115;4283230505125;;Zahnriemenrad HTD3M-21-13.4-17.2-B8J6 eloxiert natur, eingesetzte Madenschraube DIN 914 M4x8 Stahl 12.9 Zolltarif 8483508090, Ursprung: CHINA, MONTI;;2,39;N;0;0;1;20;1720;240;1720;Y;N;N;0,02;172;24;172;8483508090
12319;6,23244E+12;6232438430904;V126-TMT;Trapezgewinde Mutter Tr30x6-C45-hex flange;;14,04;Y;0;0;1;500;60;60;49;Y;Y;N;0,52;6;6;4,9;7318156290
12318;6,23889E+12;6238888346369;V126-TMT;Trapezgewinde Mutter Tr24x5-C45-hex flange;;7,51;Y;0;0;1;400;50;50;34;Y;Y;N;0,41;5;5;3,4;7318156290
12317;6,23237E+12;6232367602892;V126-TMT;Trapezgewinde Mutter Tr20x4-C45-hex flange;;6,37;Y;0;0;1;200;40;40;30;Y;Y;N;0,21;4;4;3;7318156290
12316;6,23229E+12;6232286568330;V126-TMT;Trapezgewinde Mutter Tr16x4-C45-hex flange;;5,1;Y;0;0;1;200;35;35;24;Y;Y;N;0,21;3,5;3,5;2,4;7318156290
12315;6,23006E+12;6230061833246;V126-TMT;Trapezgewinde Mutter Tr36x6-C45-hex good;;8,73;Y;0;0;1;300;50;50;40;Y;Y;N;0,31;5;5;4;7318156290
12314;6,23962E+12;6239622170899;V126-TMT;Trapezgewinde Mutter Tr30x6-C45-hex good long;;16,57;Y;0;0;1;500;80;80;46;Y;Y;N;0,52;8;8;4,6;7318156290
12313;6,23004E+12;6230035158818;V126-TMT;Trapezgewinde Mutter Tr30x6-C45-hex good;;8,85;Y;0;0;1;400;46;46;40;Y;Y;N;0,41;4,6;4,6;4;7318156290
12312;6,23186E+12;6231860685074;V126-TMT;Trapezgewinde Mutter Tr20x4-C45-hex good long;;10,67;Y;0;0;1;200;60;60;30;Y;Y;N;0,21;6;6;3;7318156290
12311;6,23498E+12;6234977144908;V126-TMT;Trapezgewinde Mutter Tr20x4-C45-hex good;;5,25;Y;0;0;1;200;32;32;30;Y;Y;N;0,21;3,2;3,2;3;7318156290
12310;6,23541E+12;6235411303622;V126-TMT;Trapezgewinde Mutter Tr16x4-C45-hex good;;4,44;Y;0;0;1;150;27;27;24;Y;Y;N;0,15;2,7;2,7;2,4;7318156290
12309;6,23238E+12;6232375122443;V126-TMT;Trapezgewinde Mutter Tr12x3-C45-hex good;;3,79;Y;0;0;1;100;19;19;19;Y;Y;N;0,1;1,9;1,9;1,9;7318156290
12308;6,23251E+12;6232509170876;V126-TMT;Trapezgewinde Mutter Tr36x6-C45-hex;;7,9;Y;0;0;1;500;55;55;40;Y;Y;N;0,52;5,5;5,5;4;7318156290
12307;6,23019E+12;6230186894030;V126-TMT;Trapezgewinde Mutter Tr30x6-C45-hex;;7,07;Y;0;0;1;400;46;46;40;Y;Y;N;0,41;4,6;4,6;4;7318156290
12306;6,23179E+12;6231788617515;V126-TMT;Trapezgewinde Mutter Tr24x5-C45-hex;;5,36;Y;0;0;1;250;36;36;36;Y;Y;N;0,26;3,6;3,6;3,6;7318156290
12305;6,23393E+12;6233929793096;V126-TMT;Trapezgewinde Mutter Tr20x4-C45-hex long;;3,83;Y;0;0;1;200;30;30;30;Y;Y;N;0,21;3;3;3;7318156290
12304;6,23674E+12;6236735211389;V126-TMT;Trapezgewinde Mutter Tr20x4-C45-hex;;2,7;Y;0;0;1;200;30;30;20;Y;Y;N;0,21;3;3;2;7318156290
12303;6,23244E+12;6232437718690;V126-TMT;Trapezgewinde Mutter Tr16x4-C45-hex long;;2,92;Y;0;0;1;150;24;24;25;Y;Y;N;0,15;2,4;2,4;2,5;7318156290
12302;6,23907E+12;6239073471576;V126-TMT;Trapezgewinde Mutter Tr16x4-C45-hex;;2,47;Y;0;0;1;150;24;24;20;Y;Y;N;0,15;2,4;2,4;2;7318156290
12301;6,23863E+12;6238626599668;V126-TMT;Trapezgewinde Mutter Tr12x3-C45-hex;;1,75;Y;0;0;1;100;22;22;12;Y;Y;N;0,1;2,2;2,2;1,2;7318156290
12300;6,23482E+12;6234815051597;V126-TMT;Trapezgewinde Mutter Tr36x6-C45-round long;;17,56;Y;0;0;1;700;60;60;70;Y;Y;N;0,72;6;6;7;7318156290
12299;6,23783E+12;6237825861071;V126-TMT;Trapezgewinde Mutter Tr30x6-C45-round long;;16,11;Y;0;0;1;600;60;60;70;Y;Y;N;0,62;6;6;7;7318156290
12298;6,23557E+12;6235570087746;V126-TMT;Trapezgewinde Mutter Tr20x4-C45-round long;;11,64;Y;0;0;1;350;40;40;60;Y;Y;N;0,36;4;4;6;7318156290
12297;6,23768E+12;6237682896971;V126-TMT;Trapezgewinde Mutter Tr36x6-C45-round;;9,04;Y;0;0;1;500;60;60;42;Y;Y;N;0,52;6;6;4,2;7318156290
12296;6,23205E+12;6232045604002;V126-TMT;Trapezgewinde Mutter Tr30x6-C45-round;;7,71;Y;0;0;1;400;50;50;42;Y;Y;N;0,41;5;5;4,2;7318156290
12295;6,23207E+12;6232070101835;V126-TMT;Trapezgewinde Mutter Tr24x5-C45-round;;6,31;Y;0;0;1;250;45;45;40;Y;Y;N;0,26;4,5;4,5;4;7318156290
12294;6,23868E+12;6238683942957;V126-TMT;Trapezgewinde Mutter Tr20x4-C45-round;;4,81;Y;0;0;1;200;40;40;35;Y;Y;N;0,21;4;4;3,5;7318156290
12293;6,23106E+12;6231055910561;V126-TMT;Trapezgewinde Mutter Tr16x4-C45-round;;4,7;Y;0;0;1;150;35;35;32;Y;Y;N;0,15;3,5;3,5;3,2;7318156290
12292;6,2369E+12;6236898722708;V126-TMT;Trapezgewinde Mutter Tr12x3-C45-round;;3,81;Y;0;0;1;150;30;30;25;Y;Y;N;0,15;3;3;2,5;7318156290
12291;6,23006E+12;6230063106324;V126-TMT;Trapezgewinde Mutter Tr10x2-C45-round;;3,46;Y;0;0;1;100;30;30;25;Y;Y;N;0,1;3;3;2,5;7318156290
12290;6,23265E+12;6232646989058;V126-TMT;Trapezgewinde Mutter Tr8x2-C45-round;;3,27;Y;0;0;1;100;26;26;25;Y;Y;N;0,1;2,6;2,6;2,5;7318156290
12289;6,23078E+12;6230782341389;V126-TMT;Trapezgewinde Mutter Tr36x6-brass-flange cut;;25,32;Y;0;0;1;400;70;70;54;Y;Y;N;0,41;7;7;5,4;7318156290
12288;6,23637E+12;6236369576304;V126-TMT;Trapezgewinde Mutter Tr30x6-brass-flange cut;;13,38;Y;0;0;1;300;62;62;43;Y;Y;N;0,31;6,2;6,2;4,3;7318156290
12287;6,2375E+12;6237497282822;V126-TMT;Trapezgewinde Mutter Tr24x5-brass-flange cut;;10,05;Y;0;0;1;250;53;53;40;Y;Y;N;0,26;5,3;5,3;4;7318156290
12286;6,23134E+12;6231340855379;V126-TMT;Trapezgewinde Mutter Tr20x4-brass-flange cut;;7,32;Y;0;0;1;200;44;44;32;Y;Y;N;0,21;4,4;4,4;3,2;7318156290
12285;6,23999E+12;6239991629110;V126-TMT;Trapezgewinde Mutter Tr16x4-brass-flange cut;;6,56;Y;0;0;1;150;40;40;28;Y;Y;N;0,15;4;4;2,8;7318156290
12284;6,23575E+12;6235747541149;V126-TMT;Trapezgewinde Mutter Tr12x3-brass-flange cut;;4,5;Y;0;0;1;100;36;36;24;Y;Y;N;0,1;3,6;3,6;2,4;7318156290
12283;6,23963E+12;6239633367837;V126-TMT;Trapezgewinde Mutter Tr10x2-brass-flange cut;;3,97;Y;0;0;1;100;32;32;19;Y;Y;N;0,1;3,2;3,2;1,9;7318156290
12282;6,23253E+12;6232530214587;V126-TMT;Trapezgewinde Mutter Tr36x6-brass-flange;;22,67;Y;0;0;1;400;70;70;54;Y;Y;N;0,41;7;7;5,4;7318156290
12281;6,23894E+12;6238944176183;V126-TMT;Trapezgewinde Mutter Tr30x6-brass-flange;;13,05;Y;0;0;1;300;62;62;43;Y;Y;N;0,31;6,2;6,2;4,3;7318156290
12280;6,23751E+12;6237506028151;V126-TMT;Trapezgewinde Mutter Tr24x5-brass-flange;;10,05;Y;0;0;1;250;53;53;40;Y;Y;N;0,26;5,3;5,3;4;7318156290
12279;6,23774E+12;6237743426567;V126-TMT;Trapezgewinde Mutter Tr20x4-brass-flange;;7,13;Y;0;0;1;200;44;44;32;Y;Y;N;0,21;4,4;4,4;3,2;7318156290
12278;6,23534E+12;6235338398091;V126-TMT;Trapezgewinde Mutter Tr16x4-brass-flange;;5,86;Y;0;0;1;150;40;40;28;Y;Y;N;0,15;4;4;2,8;7318156290
12277;6,23489E+12;6234891423240;V126-TMT;Trapezgewinde Mutter Tr12x3-brass-flange;;4,5;Y;0;0;1;80;36;36;24;Y;Y;N;0,08;3,6;3,6;2,4;7318156290
12276;6,23182E+12;6231819166098;V126-TMT;Trapezgewinde Mutter Tr10x2-brass-flange;;3,72;Y;0;0;1;70;32;32;19;Y;Y;N;0,07;3,2;3,2;1,9;7318156290
12275;6,2392E+12;6239197900068;;Trapezgewinde Mutter Tr8x8-brass-flange;;1,97;Y;0;0;1;50;22;22;15;Y;Y;Y;0,05;2,2;2,2;1,5;7318156290
12274;6,23038E+12;6230376502080;;Trapezgewinde Mutter Tr8x4-brass-flange;;1,97;Y;0;0;1;50;22;22;15;Y;Y;Y;0,05;2,2;2,2;1,5;7318156290
12273;6,2301E+12;6230100400798;V126-TMT;Trapezgewinde Mutter Tr8x2-brass-flange;;1,97;Y;0;0;1;50;22;22;15;Y;Y;N;0,05;2,2;2,2;1,5;7318156290
12271;6,23625E+12;6236247442479;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr36x6 mit Bearbeitung-V2A Edelstahl-Individuell;;18,07;Y;0;0;1;6000;1000;36;36;Y;Y;N;6,18;100;3,6;3,6;7318156290
12270;6,23226E+12;6232261668871;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr36x6 mit Bearbeitung-C45 Stahl-Individuell;;17,78;Y;0;0;1;5900;1000;36;36;Y;Y;N;6,08;100;3,6;3,6;7318156290
12269;6,23873E+12;6238734459526;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr30x6 mit Bearbeitung-V2A Edelstahl-Individuell;;15,14;Y;0;0;1;5000;1000;30;30;Y;Y;N;5,15;100;3;3;7318156290
12268;6,23734E+12;6237344289127;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr30x6 mit Bearbeitung-C45 Stahl-Individuell;;14,55;Y;0;0;1;4800;1000;30;30;Y;Y;N;4,94;100;3;3;7318156290
12267;6,23961E+12;6239607657964;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr24x5 mit Bearbeitung-V2A Edelstahl-Individuell;;9,7;Y;0;0;1;3150;1000;24;24;Y;Y;N;3,24;100;2,4;2,4;7318156290
12266;6,23433E+12;6234333261836;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr24x5 mit Bearbeitung-C45 Stahl-Individuell;;9,26;Y;0;0;1;3000;1000;24;24;Y;Y;N;3,09;100;2,4;2,4;7318156290
12265;6,2372E+12;6237203974751;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr20x4 mit Bearbeitung-V2A Edelstahl-Individuell;;6,94;Y;0;0;1;2210;1000;20;20;Y;Y;N;2,28;100;2;2;7318156290
12264;6,23986E+12;6239860048233;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr20x4 mit Bearbeitung-C45 Stahl-Individuell;;6,62;Y;0;0;1;2100;1000;20;20;Y;Y;N;2,16;100;2;2;7318156290
12263;6,23085E+12;6230846957594;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr16x4 mit Bearbeitung-V2A Edelstahl-Individuell;;5,24;Y;0;0;1;1630;1000;16;16;Y;Y;N;1,68;100;1,6;1,6;7318156290
12262;6,23202E+12;6232024425338;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr16x4 mit Bearbeitung-C45 Stahl-Individuell;;5;Y;0;0;1;1550;1000;16;16;Y;Y;N;1,6;100;1,6;1,6;7318156290
12261;6,23463E+12;6234631360842;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr12x3 mit Bearbeitung-V2A Edelstahl-Individuell;;3,56;Y;0;0;1;1060;1000;12;12;Y;Y;N;1,09;100;1,2;1,2;7318156290
12260;6,23324E+12;6233244862378;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr12x3 mit Bearbeitung-C45 Stahl-Individuell;;3,42;Y;0;0;1;1010;1000;12;12;Y;Y;N;1,04;100;1,2;1,2;7318156290
12259;6,23176E+12;6231760311783;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr10x2 mit Bearbeitung-V2A Edelstahl-Individuell;;2,86;Y;0;0;1;820;1000;10;10;Y;Y;N;0,84;100;1;1;7318156290
12258;6,23413E+12;6234130354229;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr10x2 mit Bearbeitung-C45 Stahl-Individuell;;2,74;Y;0;0;1;780;1000;10;10;Y;Y;N;0,8;100;1;1;7318156290
12257;6,23163E+12;6231634005787;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr8x2 mit Bearbeitung-V2A Edelstahl-Individuell;;2,74;Y;0;0;1;780;1000;8;8;Y;Y;N;0,8;100;0,8;0,8;7318156290
12256;6,23616E+12;6236163644698;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr8x2 mit Bearbeitung-C45 Stahl-Individuell;;2,51;Y;0;0;1;700;1000;8;8;Y;Y;N;0,72;100;0,8;0,8;7318156290
12255;6,23984E+12;6239836692774;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr36x6-V2A Edelstahl-Individuell;;18,07;Y;0;0;1;6000;1000;36;36;Y;Y;N;6,18;100;3,6;3,6;7318156290
12254;6,23612E+12;6236120335904;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr36x6-C45 Stahl-Individuell;;17,78;Y;0;0;1;5900;1000;36;36;Y;Y;N;6,08;100;3,6;3,6;7318156290
12253;6,23361E+12;6233610272664;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr30x6-V2A Edelstahl-Individuell;;15,14;Y;0;0;1;5000;1000;30;30;Y;Y;N;5,15;100;3;3;7318156290
12252;6,23984E+12;6239840540993;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr30x6-C45 Stahl-Individuell;;14,55;Y;0;0;1;4800;1000;30;30;Y;Y;N;4,94;100;3;3;7318156290
12251;6,23585E+12;6235847265839;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr24x5-V2A Edelstahl-Individuell;;9,7;Y;0;0;1;3150;1000;24;24;Y;Y;N;3,24;100;2,4;2,4;7318156290
12250;6,23641E+12;6236408420186;V101-TMT;Trapezgewindetrieb ISO DIN 103 Tr24x5-C45 Stahl-Individuell;;9,26;Y;0;0;1;3000;1000;24;24;Y;Y;N;3,09;100;2,4;2,4;7318156290
