ItemID_DE;ItemNoDE;EAN;ParentNo;ItemNameDE;RemarkDE/EN;Sales_Price_EUR;Is_StockItem;StockQtyEU;MSQ_EU;is_dim_weight_estimated;weight(g);length(mm);width(mm);height(mm);is_active;Überverkäufe möglich;Stückzahl teilbar;Versandgewicht(kg);Length;Breite;Höhe;TARIC-Code
7123;E012-08;4283230989222;V017-TEW;O-Ring für Kabelverschraubung, Gummi schwarz, PG25 oder M30, VPE Menge 50 Stk;;4,26;Y;4;1;0;20;90;60;26;Y;Y;N;0,02;9;6;2,6;8487909090
7122;A022-16;4283230892126;V017-TEW;O-Ring für Kabelverschraubung, Gummi schwarz, PG21 oder M27, VPE Menge 50 Stk;;3,38;Y;8;1;0;20;106;10;10;Y;Y;N;0,02;10,6;1;1;8487909090
7121;J002-07;4283230274724;V017-TEW;O-Ring für Kabelverschraubung, Gummi schwarz, PG19 oder M24, VPE Menge 50 Stk;;2,92;Y;5;1;0;20;89;76;8;Y;Y;N;0,02;8,9;7,6;0,8;8487909090
7120;J007-05;4283230274625;V017-TEW;O-Ring für Kabelverschraubung, Gummi schwarz, PG16 oder M22, VPE Menge 100 Stk;;4,58;Y;7;1;0;30;108;76;11;Y;Y;N;0,03;10,8;7,6;1,1;8487909090
7119;A023-13;4283230893024;V017-TEW;O-Ring für Kabelverschraubung, Gummi schwarz, PG13.5 oder M20, VPE Menge 100 Stk;;4,57;Y;1;1;0;30;100;100;8;Y;Y;N;0,03;10;10;0,8;8487909090
7118;A022-15;4283230892027;V017-TEW;O-Ring für Kabelverschraubung, Gummi schwarz, PG11 oder M18, VPE Menge 100 Stk;;4,22;Y;1;1;0;20;106;100;10;Y;Y;N;0,02;10,6;10;1;8487909090
7117;A022-14;4283230891921;V017-TEW;O-Ring für Kabelverschraubung, Gummi schwarz, PG9 oder M16, VPE Menge 100 Stk;;3,47;Y;2;1;0;20;106;100;10;Y;Y;N;0,02;10,6;10;1;8487909090
7116;A022-13;4283230891822;V017-TEW;O-Ring für Kabelverschraubung, Gummi schwarz, PG7 oder M12, VPE Menge 100 Stk;;3,49;Y;5;1;0;20;127;100;10;Y;Y;N;0,02;12,7;10;1;8487909090
7102;D004-09;4283230967220;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, M63 x 1.5, Menge 1 Stk;;3,7;Y;4;0;0;30;80;80;16;Y;N;N;0,04;8;8;1,6;8487909090
7101;D006-07;4283230968722;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, M50 x 1.5, VPE Menge 20 Stk;;18,48;Y;1;1;0;380;260;160;70;Y;N;Y;0,4;26;16;7;8487909090
7100;D006-05;4283230968524;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, M40 x 1.5, VPE Menge 20 Stk;;13,85;Y;1;1;0;380;260;160;70;Y;N;Y;0,4;26;16;7;8487909090
7099;D005-07;4283230967923;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, M32 x 1.5, VPE Menge 100 Stk;;26,83;Y;1;1;0;1060;300;220;80;Y;N;Y;1,11;30;22;8;8487909090
7098;D005-05;4283230967725;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, M30 x 1.5, VPE Menge 100 Stk;;24,65;Y;1;1;0;620;320;200;60;Y;N;Y;0,65;32;20;6;8487909090
7097;D005-06;4283230967824;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, M25 x 1.5, VPE Menge 100 Stk;;22,18;Y;1;1;0;760;280;200;70;Y;N;Y;0,79;28;20;7;8487909090
7096;G019-05;4283230274427;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, M24 x 1.5, VPE Menge 100 Stk;;17,87;Y;2;2;0;620;200;200;80;Y;N;Y;0,62;20;20;8;8487909090
7095;D005-04;4283230967626;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, M22 x 1.5, VPE Menge 100 Stk;;13,19;Y;1;1;0;540;330;180;70;Y;N;Y;0,57;33;18;7;8487909090
7094;G009-04;4283230046420;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, M20 x 1.5, VPE Menge 100 Stk;;10,55;Y;2;2;0;340;230;150;40;Y;N;Y;0,35;23;15;4;8487909090
7093;G009-05;4283230046529;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, M18 x 1.5, VPE Menge 100 Stk;;8,75;Y;1;1;0;0;230;140;35;Y;N;Y;0;23;14;3,5;8487909090
7092;G008-10;4283230046222;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, M16 x 1.5, VPE Menge 100 Stk;;8,02;Y;1;1;0;300;230;160;35;Y;N;Y;0,32;23;16;3,5;8487909090
7091;G008-08;4283230046123;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, M12 x 1.5, VPE Menge 100 Stk;;6,76;Y;1;1;0;180;230;120;30;Y;N;Y;0,19;23;12;3;8487909090
7090;D003-08;4283230966223;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff schwarz, PG48, VPE Menge 20 Stk;;23,41;Y;1;1;0;580;300;220;70;Y;N;Y;0,61;30;22;7;8487909090
7089;D003-07;4283230966124;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff schwarz, PG42, VPE Menge 20 Stk;;18,48;Y;1;1;0;540;300;140;70;Y;N;Y;0,56;30;14;7;8487909090
7088;D003-05;4283230965929;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff schwarz, PG36, VPE Menge 20 Stk;;13,85;Y;1;1;0;370;340;140;70;Y;N;Y;0,39;34;14;7;8487909090
7087;D002-08;4283230965424;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff schwarz, PG29, VPE Menge 100 Stk;;17,25;Y;1;1;0;1110;330;240;110;Y;N;Y;1,16;33;24;11;8487909090
7086;D002-06;4283230965325;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff schwarz, PG21, VPE Menge 100 Stk;;22,18;Y;1;1;0;630;330;200;70;Y;N;Y;0,66;33;20;7;8487909090
7085;G007-10;4283230045720;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff schwarz, PG16, VPE Menge 100 Stk;;16,49;Y;1;1;0;410;230;170;40;Y;N;Y;0,43;23;17;4;8487909090
7084;G007-04;4283230045324;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff schwarz, PG11, VPE Menge 100 Stk;;11,21;Y;1;1;0;280;230;170;35;Y;N;Y;0,29;23;17;3,5;8487909090
7083;G006-08;4283230045027;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff schwarz, PG9, VPE Menge 100 Stk;;9,47;Y;1;1;0;230;253;160;36;Y;N;Y;0,24;25,3;16;3,6;8487909090
7082;E003-08;4283230274328;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff schwarz, PG7, VPE Menge 100 Stk;;7,29;Y;1;1;0;20;1,7;1,7;1,2;Y;N;Y;0,02;0,17;0,17;0,12;8487909090
7081;D002-04;4283230965127;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, PG48, VPE Menge 20 Stk;;23,41;Y;1;0;0;600;300;200;100;Y;N;Y;0,63;30;20;10;8487909090
7080;D013-10;4283230274229;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, PG42, VPE Menge 20 Stk;;18,48;Y;1;1;0;30;65;65;18;Y;N;Y;0,03;6,5;6,5;1,8;8487909090
7079;D001-05;4283230964526;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, PG36, VPE Menge 20 Stk;;13,85;Y;1;1;0;390;300;170;100;Y;N;Y;0,41;30;17;10;8487909090
7078;C017-04;4283230962928;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, PG29, VPE Menge 50 Stk;;17,25;Y;1;1;0;650;320;200;60;Y;N;Y;0,68;32;20;6;8487909090
7077;C014-03;4283230960627;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, PG21, VPE Menge 100 Stk;;22,18;Y;1;1;0;760;300;240;60;Y;N;Y;0,8;30;24;6;8487909090
7076;G006-10;4283230045225;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, PG16, VPE Menge 100 Stk;;16,49;Y;6;1;0;440;230;71;40;Y;N;Y;0,46;23;7,1;4;8487909090
7075;G006-06;4283230044723;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, PG13.5, VPE Menge 100 Stk;;13,19;Y;1;1;0;400;230;155;70;Y;N;Y;0,41;23;15,5;7;8487909090
7074;G004-10;4283230043726;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, PG11, VPE Menge 100 Stk;;11,21;Y;2;1;0;240;90;110;60;Y;N;Y;0,25;9;11;6;8487909090
7073;G003-07;4283230042729;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, PG9, VPE Menge 100 Stk;;8,75;Y;1;1;0;240;157;157;31;Y;N;Y;0,25;15,7;15,7;3,1;8487909090
7072;E006-01;4283230274120;V017-TEW;Blindstopfen mit Gegenmutter, Kunststoff weiß, PG7, VPE Menge 100 Stk;;7,29;Y;2;1;0;0;17;17;12;Y;N;Y;0;1,7;1,7;1,2;8487909090
7070;E012-05;4283230988928;V213-TLE;Netzteil AC-DC offen dual out1: 4Amax@18-34V out2: 5Amax@2-32V;;13,61;Y;1;0;0;150;120;70;27;Y;N;N;0,16;12;7;2,7;8536500700
7069;E020-03;4283230996022;V213-TLE;Netzteil AC-DC offen 24V 4A 100W;;7,92;Y;8;0;0;140;130;70;27;Y;N;N;0,15;13;7;2,7;8536500700
7068;TLE-4283230991621;4283230991621;V213-TLE;Netzteil AC-DC offen 36V 5Amax 180W;;12,75;Y;0;0;0;200;120;70;33;N;N;N;0,21;12;7;3,3;8536500700
7067;TLE-4283230989826;4283230989826;V213-TLE;Netzteil AC-DC offen 24V 6Amax 150W;;12,58;Y;0;0;0;210;120;70;35,5;N;N;N;0,22;12;7;3,55;8536500700
7066;TLE-4283230993625;4283230993625;V213-TLE;Netzteil AC-DC offen dual 12V8A + 5V1A;;10,25;Y;0;0;0;140;130;70;27;N;N;N;0,15;13;7;2,7;8536500700
7065;E013-03;4283230989727;V213-TLE;Netzteil AC-DC offen dual out1: 24V 4Amax out2: 5V 1Amax;;10,6;Y;3;0;0;140;120;80;27;Y;N;N;0,15;12;8;2,7;8536500700
7064;E016-11;4283230993427;V213-TLE;Netzteil AC-DC offen dual 24V4A + 12V1A;;9,91;Y;11;0;0;140;140;60,5;30,5;Y;N;N;0,15;14;6,05;3,05;8536500700
7060;TES-4283230998729;4283230998729;V115-TES;Amperemeter 22mm 0 - 100A rot;;7,86;Y;0;0;0;50;80,5;50;40,5;N;N;N;0,06;8,05;5;4,05;8536500700
7059;E023-09;4283230999528;V011-TMT;Festlager EK12 mit C5/HRB SCHRÄGKUGELLAGER, passend für SFU1605;;27,77;Y;9;0;0;400;79;44;30;Y;Y;N;0,42;7,9;4,4;3;8483902090
7058;M004-06;4283230002020;V011-TMT;Festlager FK10 mit C5/HRB SCHRÄGKUGELLAGER, passend für SFU1204;;27,43;Y;18;0;0;200;43;43;29;Y;Y;N;0,21;4,3;4,3;2,9;8483902090
7057;D015-01;4283230021823;V011-TMT;Festlager FK12 mit C5/HRB SCHRÄGKUGELLAGER, passend für SFU1605;;27,45;Y;14;6;0;210;45;45;28;Y;Y;N;0,22;4,5;4,5;2,8;8483902090
7056;D007-02;4283230000927;V011-TMT;Festlager BK10 mit C5/HRB SCHRÄGKUGELLAGER, passend für SFU1204;;27,69;Y;24;4;0;360;68;40;30,5;Y;Y;N;0,37;6,8;4;3,05;8483902090
7055;D012-01;4283230997326;V011-TMT;Festlager BK12 mit C5/HRB SCHRÄGKUGELLAGER, passend für SFU1605;;27,72;Y;18;4;0;380;72;44,5;31;Y;Y;N;0,39;7,2;4,45;3,1;8483902090
7054;A029-03;4283230898920;V049-TMS;Rändelmutter GB806 M4 verzinkt, silber;;0,83;Y;27;0;0;10;12;12;8;Y;N;N;0,01;1,2;1,2;0,8;7318156290
7053;D013-05;4283230973627;V044-TMT;Zahnriemen offen GT2-9-PU, Meterware;;3,66;Y;10;9;0;20;100;90;9;Y;Y;N;0,02;10;9;0,9;4010390090
7052;E022-09;4283230998422;V014-TSC;Wellenkupplung Alu flex D19L25 Ø7 auf Ø8mm;;3,5;Y;14;11;0;10;24,5;18;18;Y;Y;N;0,01;2,45;1,8;1,8;8483608090
7051;E023-12;4283230999825;V014-TSC;Wellenkupplung Alu flex D19L25 Ø7 auf Ø7mm;;3,52;Y;13;4;0;20;25;19;19;Y;Y;N;0,02;2,5;1,9;1,9;8483608090
7050;I030-01;4283230075222;V012-TMT;Trapezgewindespindel T8x2x2-1000, 304 Edelstahl V2A;;11,43;Y;14;10;0;310;1000;8;8;Y;Y;N;0,32;100;0,8;0,8;7318156290
7049;I039-02;4283230079220;V012-TMT;Trapezgewindespindel T8x2x4-1000, 304 Edelstahl V2A;;11,43;Y;0;18;0;310;1000;8;8;Y;Y;N;0,32;100;0,8;0,8;7318156290
7047;0012-0010;4283230283023;;Schraubenzieher Schlitz groß CEYLAN;;0,67;N;0;0;0;20;0;0;0;Y;N;N;0,02;0;0;0;8205400000
7046;PRO-4283230282927;4283230282927;;Renew Mikroschalter Schutzkappe - K011111;;0,45;N;0;0;0;0;0;0;0;Y;N;N;0;0;0;0;8536500700
7045;I003-01;4283230282828;;Kreismesser  - 1.4116 - 90Uz - gezahnt - GT Classic - B02 - GT;;12,5;Y;43;37;0;60;0;0;0;Y;N;N;0,06;0;0;0;8208300000
7044;4,28323E+12;4283230071026;;Kreismesser  - 1.4116 - 90U - glatt - GT Classic - B02 - GT;;10,5;Y;0;336;0;60;0;0;0;Y;N;N;0,06;0;0;0;8208300000
7043;0013-5091;4251840978882;;Kreismesser  - 1.4116 - 90Uz - gezahnt - 0013-5091  TZ90-U - B02 - K011111;;84,03;N;0;0;0;60;0;0;0;Y;N;N;0,06;0;0;0;8208300000
7042;0013-5090;4283230268228;;Kreismesser  - 1.4116 - 90U - glatt -  0013-5090 TG90-U - B02 - K011111;;84,03;N;0;0;0;60;0;0;0;Y;N;N;0,06;0;0;0;8208300000
7041;N029-01;4283230264626;;Atemschutzmaske FFP2 / KN95 - 10er Packung;;5,87;Y;147;0;0;80;0;0;0;Y;N;N;0,09;0;0;0;
7040;E020-05;4283230996121;V052-TMT;Rillenkugellager 6204 2RZ HRB;;4,64;Y;16;0;0;100;50;50;16;Y;N;N;0,11;5;5;1,6;8482101010
7039;E017-05;4283230993823;V052-TMT;Rillenkugellager 6203 2RZ HRB;;4,1;Y;4;0;0;70;43;43;15;Y;N;N;0,07;4,3;4,3;1,5;8482101010
7038;TMT-4283230993526;4283230993526;V052-TMT;Rillenkugellager 6202 2RZ HRB;;4,02;Y;0;0;0;50;39;39;15;N;N;N;0,05;3,9;3,9;1,5;8482101010
7037;E016-10;4283230993328;V052-TMT;Rillenkugellager 6201 2RZ HRB;;3,83;Y;9;0;0;40;40;40;10,5;Y;N;N;0,04;4;4;1,05;8482101010
7036;E016-04;4283230992727;V052-TMT;Rillenkugellager 6200 2RZ HRB;;3,81;Y;29;0;0;30;40;40;13;Y;N;N;0,03;4;4;1,3;8482101010
7035;I022-03;4283230072726;V006-TEW;Schleppkette Energiekette OFFEN, minimaler Biegeradius R56, Innen 25x77mm;;20,61;Y;32;7;0;970;270;230;100;Y;Y;N;1,02;27;23;10;8487909090
7033;A023-16;4283230893222;V124-TMT;Leitrolle Führungsrolle Laufrolle 5x22x7mm Weiß;;1,88;Y;14;0;0;10;22;22;7;Y;N;N;0,01;2,2;2,2;0,7;8482101010
7032;A024-12;4283230894328;V124-TMT;Leitrolle Führungsrolle Laufrolle 5x22x7mm Schwarz;;1,88;Y;11;0;0;10;22;22;7;Y;N;N;0,01;2,2;2,2;0,7;8482101010
7029;TMT-4283230135520;4283230135520;V085-TMT;Flanschrillenkugellager F694ZZ - 3x10x4mm;;1,43;Y;90;0;0;10;12;12;4;Y;N;N;0,01;1,2;1,2;0,4;8482101010
7028;A025-13;4283230895523;V049-TMS;Rändelmutter GB806 M8 Nickel;;1,54;Y;58;0;0;30;23,5;23,5;16;Y;N;N;0,03;2,35;2,35;1,6;7318156290
7027;E029-12;4283230894427;V049-TMS;Rändelmutter GB806 M6 Nickel;;1,12;Y;101;0;0;20;20;20;13;Y;N;N;0,02;2;2;1,3;7318156290
7026;A025-10;4283230895424;V049-TMS;Rändelmutter GB806 M5 Nickel;;0,88;Y;0;0;0;10;16;16;9;Y;N;N;0,01;1,6;1,6;0,9;7318156290
7025;D003-04;4283230965820;V013-TES;Industrieschalter LA38 DREH 3 Schaltzustände, SELBSTRÜCKSTELLEND, 2 Schließer;;3,6;Y;9;0;0;50;83;46;34;Y;N;N;0,05;8,3;4,6;3,4;8536500700
7024;I029-02;4283230074928;V053-TMT;Linearwelle Ø4mm, Länge 400mm;;7,63;Y;11;5;0;40;400;4;4;Y;Y;N;0,04;40;0,4;0,4;7318156290
7023;D001-01;4283230964120;V053-TMT;Linearwelle Ø4mm, Länge 283mm;;2,54;Y;32;32;0;30;283;4;4;Y;Y;N;0,03;28,3;0,4;0,4;7318156290
7022;H001-10;4283230054029;V020-TMS;Winkelgelenk Gerade SQZ-M16x1.5;;10,82;Y;0;0;0;340;115;39;39;Y;Y;N;0,35;11,5;3,9;3,9;8483902090
7021;D016-07;4283230976222;V016-TMS;Gelenkkopf SI14;;4,82;Y;19;16;0;150;80;41;22;Y;Y;N;0,16;8;4,1;2,2;8483902090
7020;A025-15;4283230895721;V108-TSC;Sechskantkupplung Ø7mm lang;;3,85;Y;40;0;0;20;35;12;12;Y;Y;N;0,02;3,5;1,2;1,2;8483608090
7019;A025-14;4283230895622;V039-TSC;Gelenkkupplung Stahl Ø2 auf Ø3mm;check inner diameter on both sides;3,29;Y;19;10;0;10;23;9;9;Y;Y;N;0,01;2,3;0,9;0,9;8483608090
7018;E013-12;4283230990525;V002-TMT;Zahnriemen 2GT-500-10;;4,28;Y;29;20;0;10;35,5;29;10;Y;Y;N;0,01;3,55;2,9;1;4010390090
7017;E014-12;4283230991522;V002-TMT;Zahnriemen 2GT-760-10;;7,17;Y;17;5;0;10;60;60;10;Y;Y;N;0,01;6;6;1;4010390090
7016;E014-05;4283230990921;V002-TMT;Zahnriemen 2GT-600-10;;5,17;Y;15;10;0;10;45;45;10;Y;Y;N;0,01;4,5;4,5;1;4010390090
7015;E014-08;4283230991225;V002-TMT;Zahnriemen 2GT-640-10;;5,31;Y;10;4;0;10;50;30;10;Y;Y;N;0,01;5;3;1;4010390090
7014;E015-07;4283230992123;V002-TMT;Zahnriemen 2GT-3000-10;;12,17;Y;9;4;0;60;50;90,5;10;Y;Y;N;0,06;5;9,05;1;4010390090
7012;H014-07;4283230277329;V092-TMT;Linearführung MGN HIWIN Linearschiene MGNR12C 330mm;;38,27;Y;3;0;0;220;330;12;8;Y;Y;N;0,23;33;1,2;0,8;8487909090
7011;H014-09;4283230277220;V092-TMT;Linearführung MGN HIWIN Linearblock MGN12H;;24,04;Y;3;0;0;60;76;45;19;Y;Y;N;0,06;7,6;4,5;1,9;8487909090
7010;I027-03;4283230074225;V006-TEW;Schleppkette Energiekette OFFEN, minimaler Biegeradius R56, Innen 25x25mm;;15,03;Y;16;19;0;790;260;240;50;Y;Y;N;0,82;26;24;5;8487909090
7009;G001-10;4283230041722;V002-TMT;Zahnriemen HTD3M-810-10;;5,49;Y;7;7;0;20;63;51;10;Y;Y;N;0,03;6,3;5,1;1;4010390090
7008;G003-06;4283230042620;V002-TMT;Zahnriemen HTD3M-639-10;;5,38;Y;11;7;0;40;77,5;48;16;Y;Y;N;0,04;7,75;4,8;1,6;4010390090
7007;G002-08;4283230042224;V002-TMT;Zahnriemen HTD3M-603-10;;5,14;Y;14;6;0;20;73;27;10;Y;Y;N;0,02;7,3;2,7;1;4010390090
7006;E009-09;4283230986726;V002-TMT;Zahnriemen HTD3M-450-10;;3,95;Y;20;12;0;10;44,5;44,5;10;Y;Y;N;0,01;4,45;4,45;1;4010390090
7005;E009-07;4283230986627;V002-TMT;Zahnriemen HTD3M-432-10;;3,64;Y;8;7;0;10;44,5;44,5;10;Y;Y;N;0,01;4,45;4,45;1;4010390090
7004;E008-11;4283230986122;V002-TMT;Zahnriemen HTD3M-420-10;;3,48;Y;12;6;0;10;44,5;44,5;10;Y;Y;N;0,01;4,45;4,45;1;4010390090
7003;E008-12;4283230986221;V002-TMT;Zahnriemen HTD3M-417-10;;4,72;Y;8;0;0;10;44,5;44,5;10;Y;Y;N;0,01;4,45;4,45;1;4010390090
7002;E008-10;4283230986023;V002-TMT;Zahnriemen HTD3M-399-10;;3,48;Y;0;0;0;10;44,5;44,5;10;Y;Y;N;0,01;4,45;4,45;1;4010390090
7001;E007-12;4283230985125;V002-TMT;Zahnriemen HTD3M-396-10;;3,32;Y;6;2;0;10;39,5;39,5;10;Y;Y;N;0,01;3,95;3,95;1;4010390090
7000;E007-07;4283230984623;V002-TMT;Zahnriemen HTD3M-393-10;;3,32;Y;9;2;0;10;40;40;10;Y;Y;N;0,01;4;4;1;4010390090
6999;E006-07;4283230983725;V002-TMT;Zahnriemen HTD3M-390-10;;3,37;Y;8;4;0;10;79;65;10;Y;Y;N;0,01;7,9;6,5;1;4010390090
6998;E005-11;4283230983220;V002-TMT;Zahnriemen HTD3M-384-10;;3,34;Y;0;0;0;10;48;42,5;15;Y;Y;N;0,01;4,8;4,25;1,5;4010390090
6997;E004-12;4283230982223;V002-TMT;Zahnriemen HTD3M-375-10;;3,21;Y;5;5;0;10;78;66;10;Y;Y;N;0,01;7,8;6,6;1;4010390090
6996;E005-10;4283230983121;V002-TMT;Zahnriemen HTD3M-366-10;;3,36;Y;12;4;0;10;107;73;14;Y;Y;N;0,01;10,7;7,3;1,4;4010390090
6995;E004-11;4283230982124;V002-TMT;Zahnriemen HTD3M-363-10;;3,26;Y;8;0;0;10;71;65;10;Y;Y;N;0,01;7,1;6,5;1;4010390090
6994;E004-08;4283230981820;V002-TMT;Zahnriemen HTD3M-360-10;;3,2;Y;13;4;0;10;70;60;10;Y;Y;N;0,01;7;6;1;4010390090
6993;A022-12;4283230891723;V002-TMT;Zahnriemen HTD3M-357-10;;3,22;Y;10;0;0;10;58;34;10;Y;Y;N;0,01;5,8;3,4;1;4010390090
6992;E004-06;4283230981622;V002-TMT;Zahnriemen HTD3M-354-10;;3,26;Y;4;0;0;10;83;55;10;Y;Y;N;0,01;8,3;5,5;1;4010390090
6991;E003-06;4283230980724;V002-TMT;Zahnriemen HTD3M-351-10;;3,27;Y;6;0;0;10;80;66;10;Y;Y;N;0,01;8;6,6;1;4010390090
6990;E002-12;4283230980229;V002-TMT;Zahnriemen HTD3M-345-10;;3,22;Y;8;0;0;10;87;68;10;Y;Y;N;0,01;8,7;6,8;1;4010390090
6989;A021-16;4283230890528;V002-TMT;Zahnriemen HTD3M-342-10;;3,22;Y;8;2;0;10;53;39;10;Y;Y;N;0,01;5,3;3,9;1;4010390090
6988;A021-15;4283230890429;V002-TMT;Zahnriemen HTD3M-339-10;;3,22;Y;4;0;0;10;57;33;10;Y;Y;N;0,01;5,7;3,3;1;4010390090
6987;E002-08;4283230979827;V002-TMT;Zahnriemen HTD3M-336-10;;3,23;Y;8;7;0;10;69;69;5;Y;Y;N;0,01;6,9;6,9;0,5;4010390090
6986;A021-14;4283230890320;V002-TMT;Zahnriemen HTD3M-327-10;;3,22;Y;9;0;0;10;53;35;10;Y;Y;N;0,01;5,3;3,5;1;4010390090
6985;A021-12;4283230890122;V002-TMT;Zahnriemen HTD3M-324-10;;3,22;Y;0;0;0;10;53;37;10;Y;Y;N;0,01;5,3;3,7;1;4010390090
6984;A021-13;4283230890221;V002-TMT;Zahnriemen HTD3M-321-10;;3,05;Y;5;0;0;10;53;33;10;Y;Y;N;0,01;5,3;3,3;1;4010390090
6983;A021-11;4283230890023;V002-TMT;Zahnriemen HTD3M-318-10;;3,05;Y;11;4;0;10;53;37;10;Y;Y;N;0,01;5,3;3,7;1;4010390090
6982;A020-14;4283230888723;V002-TMT;Zahnriemen HTD3M-315-10;;3;Y;1;0;0;10;49;33;10;Y;Y;N;0,01;4,9;3,3;1;4010390090
6981;A020-08;4283230888129;V002-TMT;Zahnriemen HTD3M-312-10;;2,66;Y;13;4;0;10;53;33;10;Y;Y;N;0,01;5,3;3,3;1;4010390090
6980;A020-13;4283230888624;V002-TMT;Zahnriemen HTD3M-309-10;;3;Y;6;0;0;10;53;37;10;Y;Y;N;0,01;5,3;3,7;1;4010390090
6979;A020-10;4283230888327;V002-TMT;Zahnriemen HTD3M-306-10;;3;Y;6;0;0;10;53;33;10;Y;Y;N;0,01;5,3;3,3;1;4010390090
6978;A018-12;4283230885326;V002-TMT;Zahnriemen HTD3M-303-10;;3;Y;0;0;0;10;51;35;10;Y;Y;N;0,01;5,1;3,5;1;4010390090
6977;A020-07;4283230888020;V157-TMS;Aluminiumprofil Abschlusskappe für 2020R weiß;;0,87;Y;12;0;0;10;22;20;11;Y;N;N;0,01;2,2;2;1,1;8487909090
6976;E001-11;4283230979124;V002-TMT;Zahnriemen HTD3M-297-10;;3,12;Y;2;0;0;10;120;80;10;Y;Y;N;0,01;12;8;1;4010390090
6975;A015-03;4283230879929;V002-TMT;Zahnriemen HTD3M-294-10;;3;Y;7;0;0;10;45;34;10;Y;Y;N;0,01;4,5;3,4;1;4010390090
6974;A015-15;4283230881021;V002-TMT;Zahnriemen HTD3M-291-10;;3;Y;3;0;0;10;46;32;10;Y;Y;N;0,01;4,6;3,2;1;4010390090
6973;A015-16;4283230881120;V002-TMT;Zahnriemen HTD3M-288-10;;3;Y;0;0;0;10;47;33;10;Y;Y;N;0,01;4,7;3,3;1;4010390090
6972;A014-15;4283230879523;V002-TMT;Zahnriemen HTD3M-285-10;;3,11;Y;16;4;0;10;47;35;10;Y;Y;N;0,01;4,7;3,5;1;4010390090
6971;A017-16;4283230884220;V002-TMT;Zahnriemen HTD3M-282-10;;2,83;Y;1;2;0;10;46;33;10;Y;Y;N;0,01;4,6;3,3;1;4010390090
6970;A014-14;4283230879424;V002-TMT;Zahnriemen HTD3M-279-10;;2,83;Y;6;0;0;10;46;44;10;Y;Y;N;0,01;4,6;4,4;1;4010390090
6969;A014-12;4283230879226;V002-TMT;Zahnriemen HTD3M-276-10;;3,05;Y;2;4;0;10;45;37;10;Y;Y;N;0,01;4,5;3,7;1;4010390090
6968;A013-15;4283230877925;V002-TMT;Zahnriemen HTD3M-273-10;;3,32;Y;4;0;0;10;46;31;10;Y;Y;N;0,01;4,6;3,1;1;4010390090
6967;A012-14;4283230876225;V002-TMT;Zahnriemen HTD3M-270-10;;2,83;Y;6;6;0;10;40;30;10;Y;Y;N;0,01;4;3;1;4010390090
6966;A011-15;4283230874825;V002-TMT;Zahnriemen HTD3M-267-10;;2,83;Y;1;0;0;10;50;27;10;Y;Y;N;0,01;5;2,7;1;4010390090
6965;A011-12;4283230874528;V002-TMT;Zahnriemen HTD3M-264-10;;2,83;Y;0;0;0;10;41;41;10;Y;Y;N;0,01;4,1;4,1;1;4010390090
6964;A010-15;4283230873224;V002-TMT;Zahnriemen HTD3M-261-10;;2,83;Y;0;0;0;10;43;34;10;Y;Y;N;0,01;4,3;3,4;1;4010390090
6963;A012-15;4283230876324;V002-TMT;Zahnriemen HTD3M-258-10;;2,83;Y;6;4;0;10;40;38;10;Y;Y;N;0,01;4;3,8;1;4010390090
6962;A010-14;4283230873125;V002-TMT;Zahnriemen HTD3M-255-10;;2,49;Y;10;4;0;10;39;33;10;Y;Y;N;0,01;3,9;3,3;1;4010390090
